botid, date, time, press, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, umol/kg,  , ueq/kg, 
0020200510, 120288, 142015,    1.5,  1958.1, -9.000,    -9,
0020200509, 120288, 141852,   21.2,  1961.1, -9.000,    -9,
0020200508, 120288, 141745,   46.2,  1955.2, -9.000,    -9,
0020200507, 120288, 141647,   71.1,  1960.0, -9.000,    -9,
0020200505, 120288, 141354,  122.9,  2007.2, -9.000,    -9,
0020200504, 120288, 141204,  148.6,  2028.0, -9.000,    -9,
0020200503, 120288, 140959,  177.6,  2034.9, -9.000,    -9,
0020200711, 120288, 195217,    0.9,  1956.2, -9.000,    -9,
0020200710, 120288, 195030,   26.1,  1958.2, -9.000,    -9,
0020200811, 120288, 225346,    1.6,  1961.1, -9.000,    -9,
0020200801, 120288, 224256,  258.5,  2050.5, -9.000,    -9,
0020200901, 120388, 012606, 1005.9,  2351.8, -9.000,    -9,
0030200112, 010889, 031031, 2396.7,  2364.4, -9.000,  2424,
0030200111, 010889, 030505, 2575.1,  2358.6, -9.000,  2422,
0030200110, 010889, 030034, 2786.4,  2345.8, -9.000,  2421,
0030200109, 010889, 025559, 2987.6,  2350.7, -9.000,  2418,
0030200108, 010889, 025148, 3197.6,  2336.0, -9.000,  2414,
0030200107, 010889, 024738, 3402.8,  2340.9, -9.000,    -9,
0030200106, 010889, 024311, 3590.0,  2335.0, -9.000,  2418,
0030200105, 010889, 023835, 3794.8,  2319.4, -9.000,  2417,
0030200104, 010889, 023408, 4003.6,    -9.0, -9.000,  2419,
0030200102, 010889, 022441, 4403.3,    -9.0, -9.000,  2421,
0030200101, 010889, 022131, 4504.9,    -9.0, -9.000,  2422,
0030200212, 010889, 071857,   35.9,    -9.0, -9.000,  2310,
0030200211, 010889, 071454,  204.9,    -9.0, -9.000,  2308,
0030200210, 010889, 070917,  378.3,    -9.0, -9.000,  2257,
0030200209, 010889, 070342,  598.6,    -9.0, -9.000,  2294,
0030200208, 010889, 064400,  757.5,  2322.0, -9.000,  2328,
0030200207, 010889, 063926,  928.8,  2346.2, -9.000,  2355,
0030200206, 010889, 063348, 1148.5,  2353.9, -9.000,  2365,
0030200205, 010889, 062949, 1351.3,  2361.7, -9.000,  2383,
0030200204, 010889, 062431, 1600.2,  2359.7, -9.000,  2391,
0030200203, 010889, 061933, 1775.8,  2362.6, -9.000,  2403,
0030200202, 010889, 061513, 1926.6,  2357.7, -9.000,  2403,
0030200201, 010889, 060723, 2201.1,  2372.3, -9.000,  2418,
0030200312, 010889, 104034,   19.7,  1968.0, -9.000,  2305,
0030200311, 010889, 103714,  118.8,  1997.2, -9.000,  2311,
0030200310, 010889, 103432,  186.0,  2046.1, -9.000,  2303,
0030200309, 010889, 103200,  252.9,  2056.4, -9.000,  2282,
0030200308, 010889, 102855,  334.2,  2097.2, -9.000,  2265,
0030200307, 010889, 102651,  384.7,  2117.9, -9.000,  2258,
0030200306, 010889, 102432,  436.6,  2142.4, -9.000,  2271,
0030200305, 010889, 102151,  504.2,  2205.0, -9.000,  2275,
0030200304, 010889, 101950,  549.5,  2234.4, -9.000,  2283,
0030200303, 010889, 101741,  596.9,  2267.6, -9.000,  2303,
0030200302, 010889, 101341,  710.8,  2313.3, -9.000,  2335,
0030200301, 010889, 100251, 1016.4,  2348.1, -9.000,  2361,
0030200410, 010889, 143637,    4.9,  1962.1, -9.000,    -9,
0030200409, 010889, 143356,   22.8,  1961.2, -9.000,    -9,
0030200408, 010889, 143232,   43.3,  1965.1, -9.000,    -9,
0030200407, 010889, 143045,   72.7,  1957.2, -9.000,    -9,
0030200406, 010889, 142841,   97.7,  1969.0, -9.000,    -9,
0030200405, 010889, 142715,  122.2,  1976.8, -9.000,    -9,
0030200404, 010889, 142546,  146.8,  2008.9, -9.000,    -9,
0030200403, 010889, 142417,  176.8,  2023.5, -9.000,    -9,
0030200711, 010989, 024614,  251.0,  2057.3, -9.000,    -9,
0030200710, 010989, 024510,  278.0,  2053.7, -9.000,    -9,
0030200709, 010989, 024402,  304.3,  2062.7, -9.000,    -9,
0030200708, 010989, 024237,  353.1,  2101.2, -9.000,    -9,
0030200707, 010989, 024111,  403.8,  2129.7, -9.000,    -9,
0030200706, 010989, 023908,  505.0,  2207.0, -9.000,    -9,
0030200705, 010989, 023659,  605.8,  2271.5, -9.000,    -9,
0030200704, 010989, 023455,  705.5,  2321.2, -9.000,    -9,
0030200702, 010989, 023033,  906.4,  2338.4, -9.000,    -9,
0030200701, 010989, 022810, 1021.7,  2350.1, -9.000,    -9,
0040200312, 022889, 044050,    3.2,  1958.3, -9.000,    -9,
0040200311, 022889, 043739,   21.5,  1957.3, -9.000,    -9,
0040200310, 022889, 043532,   47.5,  1971.8, -9.000,    -9,
0040200309, 022889, 043301,   99.0,  1983.3, -9.000,    -9,
0040200308, 022889, 043045,  151.9,  2038.8, -9.000,    -9,
0040200307, 022889, 042844,  201.0,  2045.3, -9.000,    -9,
0040200306, 022889, 042706,  226.3,  2049.4, -9.000,    -9,
0040200305, 022889, 042515,  251.1,  2059.6, -9.000,    -9,
0040200304, 022889, 042240,  302.7,  2070.7, -9.000,    -9,
0040200303, 022889, 041727,  504.8,  2218.1, -9.000,    -9,
0040200302, 022889, 040913,  753.5,  2318.5, -9.000,    -9,
0040200301, 022889, 040307, 1016.3,  2343.9, -9.000,    -9,
0050200512, 032789, 084159,   26.7,    -9.0, -9.000,  2283,
0050200511, 032789, 083916,  111.1,    -9.0, -9.000,  2315,
0050200510, 032789, 083730,  144.1,    -9.0, -9.000,  2314,
0050200509, 032789, 083435,  212.0,    -9.0, -9.000,  2306,
0050200508, 032789, 083149,  266.8,    -9.0, -9.000,  2288,
0050200507, 032789, 082811,  351.8,    -9.0, -9.000,  2267,
0050200506, 032789, 082602,  386.6,    -9.0, -9.000,  2267,
0050200505, 032789, 082351,  423.0,    -9.0, -9.000,  2271,
0050200503, 032789, 081819,  535.0,    -9.0, -9.000,  2280,
0050200502, 032789, 081119,  570.5,    -9.0, -9.000,  2292,
0050201612, 032989, 013558,   40.8,  1961.3, -9.000,    -9,
0050201611, 032989, 013329,   71.7,  1963.2, -9.000,    -9,
0050201610, 032989, 013210,   81.6,  1964.1, -9.000,    -9,
0050201609, 032989, 013033,   92.5,  1967.9, -9.000,    -9,
0050201608, 032989, 012906,  101.9,  1976.7, -9.000,    -9,
0050201607, 032989, 012749,  111.7,  1983.5, -9.000,    -9,
0050201606, 032989, 012623,  121.6,  2012.3, -9.000,    -9,
0050201605, 032989, 012510,  127.4,  2015.2, -9.000,    -9,
0050201604, 032989, 012401,  133.7,  2022.2, -9.000,    -9,
0060201411, 051989, 135622,    4.7,  1972.9, -9.000,    -9,
0070200212, 062489, 033608,   15.3,    -9.0, -9.000,  2275,
0070200211, 062489, 033327,   79.6,    -9.0, -9.000,  2287,
0070200210, 062489, 033200,   99.5,    -9.0, -9.000,  2305,
0070200209, 062489, 032536,  139.5,    -9.0, -9.000,  2321,
0070200208, 062489, 032310,  199.2,    -9.0, -9.000,  2296,
0070200207, 062489, 031509,  242.8,    -9.0, -9.000,  2282,
0070200206, 062489, 031255,  304.8,    -9.0, -9.000,  2264,
0070200205, 062489, 030448,  403.5,    -9.0, -9.000,  2270,
0070200204, 062489, 030103,  530.9,    -9.0, -9.000,  2295,
0070200203, 062489, 025350,  612.5,    -9.0, -9.000,  2315,
0070200202, 062489, 022913,  770.1,    -9.0, -9.000,  2339,
0070200201, 062489, 021858, 1018.3,    -9.0, -9.000,  2376,
0070200311, 062489, 071006,   49.1,    -9.0, -9.000,  2271,
0070200310, 062489, 070604,  127.6,    -9.0, -9.000,  2302,
0070200309, 062489, 065802,  225.5,    -9.0, -9.000,  2289,
0070200307, 062489, 064225,  620.5,    -9.0, -9.000,  2313,
0070200306, 062489, 063748,  821.3,    -9.0, -9.000,  2355,
0070200305, 062489, 062730, 1017.3,    -9.0, -9.000,  2382,
0070200304, 062489, 062109, 1218.7,    -9.0, -9.000,  2384,
0070200303, 062489, 060904, 1420.6,    -9.0, -9.000,  2401,
0070200302, 062489, 060232, 1623.2,    -9.0, -9.000,  2408,
0070200301, 062489, 054618, 1843.0,    -9.0, -9.000,  2410,
0080200411, 072989, 044658,  228.0,  2063.5, -9.000,    -9,
0080200407, 072989, 042906,  405.7,  2151.3, -9.000,    -9,
0080200405, 072989, 041757,  605.7,  2303.8, -9.000,    -9,
0080200402, 072989, 040023,  909.9,  2355.0, -9.000,    -9,
0080200512, 072989, 073217,    5.6,  1966.1, -9.000,    -9,
0080200511, 072989, 073023,   27.4,  1965.2, -9.000,    -9,
0080200510, 072989, 072902,   46.8,  1966.1, -9.000,    -9,
0080200508, 072989, 072620,   77.3,  1988.2, -9.000,    -9,
0080200504, 072989, 072025,  119.2,  2014.5, -9.000,    -9,
0090200212, 082389, 213034,  779.3,    -9.0, -9.000,  2345,
0090200211, 082389, 212600,  911.2,    -9.0, -9.000,  2359,
0090200210, 082389, 212209, 1053.8,    -9.0, -9.000,  2374,
0090200209, 082389, 211757, 1198.1,    -9.0, -9.000,  2379,
0090200208, 082389, 211343, 1352.3,    -9.0, -9.000,  2388,
0090200207, 082389, 210937, 1499.7,    -9.0, -9.000,  2392,
0090200206, 082389, 210531, 1649.7,    -9.0, -9.000,  2399,
0090200205, 082389, 210114, 1802.7,    -9.0, -9.000,  2405,
0090200204, 082389, 205702, 1952.6,    -9.0, -9.000,  2410,
0090200203, 082389, 205231, 2100.3,    -9.0, -9.000,  2412,
0090200201, 082389, 203914, 2508.2,    -9.0, -9.000,  2425,
0090200311, 082389, 235926,   59.9,    -9.0, -9.000,  2281,
0090200310, 082389, 235712,   91.6,    -9.0, -9.000,  2306,
0090200309, 082389, 235513,  139.3,    -9.0, -9.000,  2316,
0090200308, 082389, 235326,  191.7,    -9.0, -9.000,  2304,
0090200307, 082389, 235148,  227.3,    -9.0, -9.000,  2283,
0090200305, 082389, 234710,  357.1,    -9.0, -9.000,  2260,
0090200304, 082389, 234342,  483.7,    -9.0, -9.000,  2280,
0090200303, 082389, 234135,  523.7,    -9.0, -9.000,  2288,
0090200302, 082389, 233958,  563.4,    -9.0, -9.000,  2289,
0090200301, 082389, 233625,  678.3,    -9.0, -9.000,  2324,
0090200411, 082489, 030649,  230.9,  2054.6, -9.000,    -9,
0090200405, 082489, 025102,  612.9,  2294.8, -9.000,    -9,
0090200402, 082489, 024024,  919.3,  2346.2, -9.000,    -9,
0090200510, 082489, 055423,   45.8,  1947.0, -9.000,    -9,
0090200508, 082489, 055147,   76.1,  1974.9, -9.000,    -9,
0090200504, 082489, 054656,  118.0,  1991.1, -9.000,    -9,
0090200501, 082489, 054245,  181.8,  2045.2, -9.000,    -9,
0090200611, 082489, 085447,    4.8,  1949.0, -9.000,    -9,
0100200314, 092289, 023534, 2002.5,  2357.6, -9.000,    -9,
0100200302, 092289, 010438, 4397.2,  2314.5, -9.000,    -9,
0100201223, 092389, 102511,    6.3,  1944.9, -9.000,    -9,
0100201221, 092389, 102210,   47.4,  1949.8, -9.000,    -9,
0100201215, 092389, 101631,  119.9,  1999.3, -9.000,    -9,
0100201210, 092389, 100925,  231.7,  2060.4, -9.000,    -9,
0100201203, 092389, 094950,  409.0,  2147.3, -9.000,    -9,
0110200223, 101889, 030612,  801.0,    -9.0, -9.000,  2340,
0110200222, 101889, 030353,  900.6,    -9.0, -9.000,  2350,
0110200221, 101889, 030135, 1000.7,    -9.0, -9.000,  2364,
0110200220, 101889, 025909, 1099.7,    -9.0, -9.000,  2370,
0110200218, 101889, 025244, 1397.8,    -9.0, -9.000,  2396,
0110200217, 101889, 024920, 1548.1,    -9.0, -9.000,  2400,
0110200216, 101889, 024547, 1697.9,    -9.0, -9.000,  2397,
0110200215, 101889, 024213, 1849.0,    -9.0, -9.000,  2399,
0110200214, 101889, 023838, 1999.8,    -9.0, -9.000,  2417,
0110200213, 101889, 023414, 2200.2,    -9.0, -9.000,  2412,
0110200212, 101889, 022955, 2401.2,    -9.0, -9.000,  2413,
0110200211, 101889, 022534, 2602.1,    -9.0, -9.000,  2414,
0110200210, 101889, 022053, 2796.7,    -9.0, -9.000,  2421,
0110200209, 101889, 021112, 2995.2,    -9.0, -9.000,  2427,
0110200208, 101889, 020657, 3198.3,    -9.0, -9.000,  2420,
0110200207, 101889, 020154, 3396.1,    -9.0, -9.000,  2414,
0110200206, 101889, 015403, 3590.9,    -9.0, -9.000,  2418,
0110200201, 101889, 011135, 4603.9,    -9.0, -9.000,  2417,
0110200323, 101889, 063300,    9.5,    -9.0, -9.000,  2286,
0110200320, 101889, 062947,   78.9,    -9.0, -9.000,  2307,
0110200319, 101889, 062828,  118.1,    -9.0, -9.000,  2319,
0110200318, 101889, 062736,  133.3,    -9.0, -9.000,  2320,
0110200317, 101889, 062557,  198.5,    -9.0, -9.000,  2299,
0110200316, 101889, 062430,  246.1,    -9.0, -9.000,  2288,
0110200315, 101889, 062251,  296.3,    -9.0, -9.000,  2267,
0110200314, 101889, 062111,  330.3,    -9.0, -9.000,  2259,
0110200313, 101889, 061922,  380.8,    -9.0, -9.000,  2260,
0110200312, 101889, 061704,  441.5,    -9.0, -9.000,  2257,
0110200311, 101889, 061525,  487.8,    -9.0, -9.000,  2264,
0110200310, 101889, 061408,  522.1,    -9.0, -9.000,  2268,
0110200309, 101889, 061246,  552.8,    -9.0, -9.000,  2281,
0110200308, 101889, 061103,  591.9,    -9.0, -9.000,  2302,
0110200307, 101889, 060827,  642.9,    -9.0, -9.000,  2300,
0110200306, 101889, 060628,  687.0,    -9.0, -9.000,  2318,
0110200305, 101889, 060423,  747.3,    -9.0, -9.000,  2337,
0110200304, 101889, 060220,  802.6,    -9.0, -9.000,  2346,
0110200303, 101889, 060000,  867.0,    -9.0, -9.000,  2344,
0110200301, 101889, 055448, 1012.4,    -9.0, -9.000,  2359,
0110201617, 101989, 214946,    4.8,  1952.6, -9.000,    -9,
0110201616, 101989, 214725,   25.5,  1953.5, -9.000,    -9,
0110201611, 101989, 214344,   96.5,  1995.0, -9.000,    -9,
0110201606, 101989, 213958,  181.7,  2031.3, -9.000,    -9,
0110201603, 101989, 213637,  258.0,  2050.7, -9.000,    -9,
0110201703, 102089, 030637,  903.6,  2348.2, -9.000,    -9,
0120200215, 112889, 055426, 1997.3,  2363.5, -9.000,    -9,
0120200210, 112889, 053410, 2998.6,  2349.7, -9.000,    -9,
0120200205, 112889, 051036, 3993.2,  2337.0, -9.000,    -9,
0120200612, 112889, 203153,   25.3,  1960.2, -9.000,    -9,
0120200609, 112889, 202949,   76.5,  1963.1, -9.000,    -9,
0120200607, 112889, 202834,   96.3,  1990.3, -9.000,    -9,
0120200602, 112889, 202436,  181.5,  2045.2, -9.000,    -9,
0120200713, 112989, 002307,  256.3,  2045.9, -9.000,    -9,
0120200706, 112989, 001331,  509.4,  2209.0, -9.000,    -9,
0120200701, 112889, 235915, 1019.4,  2343.2, -9.000,    -9,
0130200123, 010490, 171511,  899.8,    -9.0, -9.000,  2361,
0130200122, 010490, 171245,  899.8,    -9.0, -9.000,  2359,
0130200121, 010490, 171022, 1098.5,    -9.0, -9.000,  2382,
0130200120, 010490, 170700, 1249.3,    -9.0, -9.000,  2384,
0130200119, 010490, 170321, 1249.3,    -9.0, -9.000,  2383,
0130200117, 010490, 165631, 1548.2,    -9.0, -9.000,  2408,
0130200116, 010490, 165303, 1701.2,    -9.0, -9.000,  2405,
0130200115, 010490, 164945, 1850.9,    -9.0, -9.000,  2414,
0130200114, 010490, 164537, 2000.5,    -9.0, -9.000,  2410,
0130200113, 010490, 164124, 2201.9,    -9.0, -9.000,  2423,
0130200112, 010490, 163716, 2591.4,    -9.0, -9.000,  2426,
0130200111, 010490, 163258, 2794.3,    -9.0, -9.000,  2426,
0130200110, 010490, 162841, 3000.3,    -9.0, -9.000,  2424,
0130200107, 010490, 161608, 3600.6,    -9.0, -9.000,  2428,
0130200106, 010490, 161200, 3800.2,    -9.0, -9.000,  2423,
0130200105, 010490, 160751, 3995.1,    -9.0, -9.000,  2426,
0130200104, 010490, 160337, 4196.1,    -9.0, -9.000,  2421,
0130200103, 010490, 155926, 4395.9,    -9.0, -9.000,  2422,
0130200102, 010490, 155449, 4600.7,    -9.0, -9.000,  2422,
0130200101, 010490, 155424, 4600.5,    -9.0, -9.000,  2422,
0130200221, 010490, 205033,   51.3,    -9.0, -9.000,  2313,
0130200220, 010490, 204859,   77.2,    -9.0, -9.000,  2320,
0130200219, 010490, 204717,   77.2,    -9.0, -9.000,  2307,
0130200218, 010490, 204549,  105.1,    -9.0, -9.000,  2324,
0130200217, 010490, 204357,  131.6,    -9.0, -9.000,  2320,
0130200216, 010490, 204212,  182.6,    -9.0, -9.000,  2326,
0130200215, 010490, 204009,  182.6,    -9.0, -9.000,  2328,
0130200212, 010490, 203320,  377.0,    -9.0, -9.000,  2263,
0130200211, 010490, 203106,  496.0,    -9.0, -9.000,  2273,
0130200210, 010490, 202949,  516.7,    -9.0, -9.000,  2282,
0130200209, 010490, 202810,  555.3,    -9.0, -9.000,  2288,
0130200208, 010490, 202640,  576.6,    -9.0, -9.000,  2297,
0130200207, 010490, 202446,  618.3,    -9.0, -9.000,  2319,
0130200206, 010490, 202233,  680.9,    -9.0, -9.000,  2332,
0130200205, 010490, 202019,  742.1,    -9.0, -9.000,  2346,
0130200204, 010490, 201717,  848.2,    -9.0, -9.000,  2358,
0130200203, 010490, 201458,  903.9,    -9.0, -9.000,  2365,
0130200202, 010490, 201048, 1009.5,    -9.0, -9.000,  2371,
0130200201, 010490, 200831, 1024.6,    -9.0, -9.000,  2364,
0130200412, 010590, 050628,   34.0,  1965.9, -9.000,    -9,
0140200919, 021690, 100807, 1399.1,  2345.0, -9.000,    -9,
0140200916, 021690, 095620, 1850.5,  2348.9, -9.000,    -9,
0140200911, 021690, 093426, 2799.6,  2342.9, -9.000,    -9,
0140200906, 021690, 091041, 4203.4,  2320.4, -9.000,    -9,
0140201112, 021690, 143452,  407.0,  2129.7, -9.000,    -9,
0140201108, 021690, 142813,  556.1,  2235.4, -9.000,    -9,
0140201223, 021690, 174137,    4.2,  1951.8, -9.000,    -9,
0140201217, 021690, 173556,   75.6,  1976.8, -9.000,    -9,
0140201213, 021690, 173238,  115.6,  2002.9, -9.000,    -9,
0140201208, 021690, 172753,  177.6,  2035.4, -9.000,    -9,
0140201205, 021690, 172310,  229.7,  2047.7, -9.000,    -9,
0140201323, -00009, -00009,    5.1,  1951.8, -9.000,    -9,
0140201321, -00009, -00009,   24.8,  1950.8, -9.000,    -9,
0150200322, 031890, 211809,  797.3,    -9.0, -9.000,  2356,
0150200320, 031890, 211251,  999.1,    -9.0, -9.000,  2375,
0150200319, 031890, 210841, 1099.0,    -9.0, -9.000,  2377,
0150200318, 031890, 210428, 1255.0,    -9.0, -9.000,  2388,
0150200317, 031890, 210032, 1407.8,    -9.0, -9.000,  2398,
0150200316, 031890, 205650, 1554.3,    -9.0, -9.000,  2407,
0150200315, 031890, 205307, 1690.7,    -9.0, -9.000,  2409,
0150200314, 031890, 204927, 1845.3,  2358.7, -9.000,  2411,
0150200313, 031890, 204428, 1999.2,    -9.0, -9.000,  2423,
0150200312, 031890, 203857, 2201.5,    -9.0, -9.000,  2422,
0150200311, 031890, 203432, 2401.9,    -9.0, -9.000,  2425,
0150200310, 031890, 203009, 2603.5,    -9.0, -9.000,  2427,
0150200309, 031890, 202515, 2804.6,  2346.3, -9.000,  2426,
0150200307, 031890, 201550, 3205.0,    -9.0, -9.000,  2423,
0150200305, 031890, 200529, 3606.8,    -9.0, -9.000,  2426,
0150200304, 031890, 195910, 3800.4,  2328.9, -9.000,  2425,
0150200301, 031890, 193437, 4396.1,    -9.0, -9.000,  2427,
0150200622, 031990, 082816,  126.9,  1983.1, -9.000,  2319,
0150200620, 031990, 082556,  151.7,  2017.0, -9.000,  2317,
0150200618, 031990, 082356,  177.8,  2042.8, -9.000,  2317,
0150200616, 031990, 082143,  203.7,  2056.3, -9.000,  2309,
0150200614, 031990, 081938,  213.8,  2056.6, -9.000,    -9,
0150200612, 031990, 081641,  239.4,  2063.5, -9.000,  2291,
0150200610, 031990, 081221,  303.7,    -9.0, -9.000,  2266,
0150200607, 031990, 080654,  407.8,  2145.2, -9.000,  2276,
0150200606, 031990, 080419,  502.3,    -9.0, -9.000,  2294,
0150200605, 031990, 080140,  604.3,  2293.3, -9.000,    -9,
0150200603, 031990, 075359,  805.3,  2330.2, -9.000,  2354,
0150200601, 031990, 074646, 1012.9,  2340.9, -9.000,  2373,
0150200713, 031990, 114727,    5.6,  1965.3, -9.000,  2303,
0150200711, 031990, 114529,   25.5,  1965.8, -9.000,    -9,
0150200709, 031990, 114336,   45.3,  1965.4, -9.000,    -9,
0150200708, 031990, 114227,   60.6,  1967.6, -9.000,  2308,
0150200707, 031990, 114116,   75.1,  1961.6, -9.000,  2306,
0150200705, 031990, 113852,   99.0,  1959.8, -9.000,  2304,
0160200124, 041290, 143430, 1117.9,  2339.2, -9.000,    -9,
0160200115, 041290, 140155, 2028.5,  2352.8, -9.000,    -9,
0160200110, 041290, 132131, 3044.8,  2341.9, -9.000,    -9,
0160200622, 041390, 061446,  117.3,  1975.6, -9.000,    -9,
0160200619, 041390, 061027,  152.2,  1992.2, -9.000,    -9,
0160200617, 041390, 060801,  178.8,  2011.7, -9.000,    -9,
0160200615, 041390, 060455,  207.0,  2015.6, -9.000,    -9,
0160200613, 041390, 060207,  231.2,  2034.3, -9.000,    -9,
0160200612, 041390, 060005,  255.9,  2046.4, -9.000,    -9,
0160200606, 041390, 054756,  408.0,  2137.6, -9.000,    -9,
0160200605, 041390, 054435,  511.1,  2228.6, -9.000,    -9,
0160200603, 041390, 053757,  716.9,  2321.0, -9.000,    -9,
0160200601, 041390, 053019,  921.9,  2331.5, -9.000,    -9,
0160200714, 041390, 091344,    6.3,  1971.9, -9.000,    -9,
0160200713, 041390, 091248,   16.6,  1974.8, -9.000,    -9,
0160200711, 041390, 091141,   25.9,  1972.8, -9.000,    -9,
0160200710, 041390, 091046,   36.9,  1974.8, -9.000,    -9,
0160200709, 041390, 091000,   45.9,  1974.8, -9.000,    -9,
0160200708, 041390, 090901,   61.8,  1975.7, -9.000,    -9,
0160200707, 041390, 090806,   61.8,  1975.7, -9.000,    -9,
0160200705, 041390, 090614,   98.5,  1983.5, -9.000,    -9,
0170200215, 050890, 192636, 1999.4,  2371.3, -9.000,    -9,
0170200209, 050890, 185325, 2998.2,  2344.8, -9.000,    -9,
0170200204, 050890, 182459, 4004.2,  2342.9, -9.000,    -9,
0170200522, 050990, 050928,    6.2,  1965.2, -9.000,    -9,
0170200521, 050990, 050823,   15.7,  1963.3, -9.000,    -9,
0170200519, 050990, 050713,   26.9,  1966.2, -9.000,    -9,
0170200518, 050990, 050615,   36.8,  1972.9, -9.000,    -9,
0170200517, 050990, 050442,   46.4,  1976.6, -9.000,    -9,
0170200516, 050990, 050338,   62.7,  1979.5, -9.000,    -9,
0170200515, 050990, 050235,   77.4,  1981.4, -9.000,    -9,
0170200513, 050990, 050027,   97.9,  1985.3, -9.000,    -9,
0170200511, 050990, 045819,  118.0,  1993.1, -9.000,    -9,
0170200510, 050990, 045652,  129.9,  2000.0, -9.000,    -9,
0170200508, 050990, 045408,  143.9,  2007.8, -9.000,    -9,
0170200506, 050990, 045157,  165.7,  2032.3, -9.000,    -9,
0170200503, 050990, 044846,  209.0,  2044.4, -9.000,    -9,
0170200612, 050990, 082548,  253.3,  2042.9, -9.000,    -9,
0170200610, 050990, 082314,  307.1,  2062.8, -9.000,    -9,
0170200607, 050990, 081655,  447.5,  2165.0, -9.000,    -9,
0170200606, 050990, 081504,  507.2,  2226.6, -9.000,    -9,
0170200605, 050990, 081230,  609.1,  2294.8, -9.000,    -9,
0170200603, 050990, 080707,  807.5,  2325.7, -9.000,    -9,
0170200601, 050990, 080055, 1022.9,  2337.3, -9.000,    -9,
0180200106, 061290, 173443, 3998.5,  2323.9, -9.000,  2419,
0180200523, 061390, 071342,    5.2,  1965.4, -9.000,  2308,
0180200522, 061390, 071330,    5.2,  1958.1, -9.000,    -9,
0180200521, 061390, 071132,   15.1,    -9.0, -9.000,  2308,
0180200519, 061390, 071003,   26.0,  1965.3, -9.000,  2312,
0180200518, 061390, 070904,   35.1,    -9.0, -9.000,  2306,
0180200517, 061390, 070813,   45.6,  1964.9, -9.000,  2307,
0180200516, 061390, 070703,   60.7,  1988.3, -9.000,  2315,
0180200515, 061390, 070606,   76.0,  1989.4, -9.000,  2316,
0180200513, 061390, 070415,   96.7,  1988.5, -9.000,  2321,
0180200512, 061390, 070321,  106.9,  1992.5, -9.000,  2316,
0180200511, 061390, 070223,  117.2,  1993.0, -9.000,  2314,
0180200510, 061390, 070127,  127.1,  2002.2, -9.000,  2320,
0180200508, 061390, 065914,  144.4,  2010.2, -9.000,  2320,
0180200506, 061390, 065700,  165.6,  2014.7, -9.000,  2309,
0180200503, 061390, 065309,  207.5,  2027.9, -9.000,  2301,
0180200614, 061390, 100910,  230.2,  2047.6, -9.000,  2289,
0180200612, 061390, 100705,  257.6,  2036.9, -9.000,  2283,
0180200610, 061390, 100431,  308.2,  2065.1, -9.000,  2275,
0180200607, 061390, 095849,  405.6,  2138.4, -9.000,  2261,
0180200606, 061390, 095614,  508.2,  2222.3, -9.000,  2278,
0180200605, 061390, 095334,  610.0,  2301.5, -9.000,  2310,
0180200603, 061390, 094757,  811.8,  2344.3, -9.000,  2345,
0180200601, 061390, 094122, 1033.8,    -9.0, -9.000,  2372,
0190200102, 072490, 191816, 4392.4,  2319.9, -9.000,  2427,
0190200512, 072590, 071332,  254.9,  2040.1, -9.000,  2268,
0190200506, 072590, 070004,  507.6,  2200.8, -9.000,  2281,
0190200501, 072590, 064249, 1016.8,  2331.0, -9.000,  2368,
0190200620, 072590, 095515,    4.7,  1948.6, -9.000,  2291,
0190200619, 072590, 095332,   15.1,  1949.3, -9.000,  2292,
0190200618, 072590, 095128,   26.5,  1948.3, -9.000,  2292,
0190200617, 072590, 094952,   36.8,    -9.0, -9.000,  2303,
0190200616, 072590, 094838,   46.3,  1971.6, -9.000,  2306,
0190200615, 072590, 094647,   61.7,  1981.9, -9.000,  2307,
0190200614, 072590, 094530,   77.4,    -9.0, -9.000,  2312,
0190200610, 072590, 094009,  117.5,  2000.4, -9.000,  2314,
0190200608, 072590, 093610,  137.5,    -9.0, -9.000,  2311,
0190200606, 072590, 093318,  164.7,  2011.2, -9.000,  2313,
0220200420, 121890, 043950,  139.3,  2024.8, -9.000,  2308,
0220200418, 121890, 043731,  166.3,  2031.7, -9.000,  2310,
0220200416, 121890, 043533,  191.8,  2034.9, -9.000,  2295,
0220200412, 121890, 043139,  241.2,  2048.1, -9.000,  2279,
0220200410, 121890, 042922,  281.0,  2063.0, -9.000,  2273,
0220200407, 121890, 042347,  359.1,  2094.5, -9.000,  2270,
0220200406, 121890, 042045,  512.6,  2203.0, -9.000,  2279,
0220200405, 121890, 041739,  613.2,  2284.1, -9.000,  2302,
0220200403, 121890, 041217,  800.0,  2332.3, -9.000,  2351,
0220200401, 121890, 040438, 1015.0,  2341.3, -9.000,  2369,
0220200522, 121890, 075002,    6.9,  1979.7, -9.000,  2319,
0220200521, 121890, 074904,   14.9,  1978.9, -9.000,  2321,
0220200519, 121890, 074645,   36.6,  1979.2, -9.000,  2321,
0220200518, 121890, 074554,   45.8,  1979.1, -9.000,  2316,
0220200517, 121890, 074452,   45.8,  1978.9, -9.000,  2328,
0220200516, 121890, 074348,   61.9,  1982.1, -9.000,  2324,
0220200515, 121890, 074258,   76.5,  1983.8, -9.000,  2326,
0220200513, 121890, 074113,   96.2,  1985.5, -9.000,  2322,
