botid, date, time, press, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, umol/kg,  , ueq/kg, 
1010200609, 011399, 094532,  133.6,  2011.5, -9.000,  2317,
1010200608, 011399, 094432,  150.0,  2023.8, -9.000,  2313,
1010200607, 011399, 094332,  160.6,  2031.8, -9.000,  2312,
1010200606, 011399, 094232,  175.6,  2035.9, -9.000,  2304,
1010200605, 011399, 094132,  184.4,  2040.3, -9.000,  2307,
1010200604, 011399, 094032,  199.7,  2039.0, -9.000,  2297,
1020200203, 021899, 020844, 4501.3,  2329.0, -9.000,  2418,
1020200315, 021899, 065104,  210.6,  2037.5, -9.000,  2314,
1020200314, 021899, 064949,  225.5,  2048.6, -9.000,  2306,
1020200313, 021899, 064849,  235.6,  2049.0, -9.000,  2298,
1020200312, 021899, 064743,  252.0,  2048.6, -9.000,  2293,
1020200311, 021899, 064624,  275.5,  2051.7, -9.000,  2290,
1020200310, 021899, 064508,  302.0,  2046.8, -9.000,  2283,
1020200309, 021899, 064354,  325.6,  2065.2, -9.000,  2268,
1020200308, 021899, 064228,  350.9,  2074.6, -9.000,  2255,
1020200307, 021899, 064044,  401.3,  2110.2, -9.000,  2251,
1020200306, 021899, 063814,  501.1,  2175.0, -9.000,  2268,
1020200305, 021899, 063534,  601.9,  2263.6, -9.000,  2298,
1020200304, 021899, 063254,  702.0,  2317.5, -9.000,  2320,
1020200303, 021899, 063014,  798.8,  2335.0, -9.000,  2343,
1020200302, 021899, 062728,  901.8,  2344.0, -9.000,    -9,
1020200301, 021899, 062424, 1022.7,  2345.0, -9.000,  2375,
1020200422, 021899, 092754,    5.1,  2006.0, -9.000,  2321,
1020200421, 021899, 092649,   16.1,  2007.7, -9.000,  2332,
1020200419, 021899, 092538,   26.1,  2005.5, -9.000,  2331,
1020200418, 021899, 092434,   35.2,  2004.7, -9.000,  2330,
1020200417, 021899, 092334,   45.5,  2005.7, -9.000,  2333,
1020200416, 021899, 092229,   60.9,  2006.2, -9.000,  2334,
1020200415, 021899, 092129,   76.1,  2009.7, -9.000,  2334,
1020200414, 021899, 092029,   85.9,  2007.7, -9.000,  2337,
1020200413, 021899, 091929,   96.7,  2007.9, -9.000,  2333,
1020200412, 021899, 091828,  105.6,  2016.0, -9.000,  2324,
1020200411, 021899, 091729,  115.9,  2012.3, -9.000,  2329,
1020200410, 021899, 091630,  126.0,  2013.1, -9.000,  2332,
1020200409, 021899, 091529,  135.5,  2016.6, -9.000,  2330,
1020200408, 021899, 091424,  150.8,  2035.3, -9.000,  2320,
1020200407, 021899, 091323,  161.1,  2041.5, -9.000,  2316,
1020200406, 021899, 091215,  175.6,  2041.5, -9.000,  2309,
1020200405, 021899, 091114,  185.3,  2043.7, -9.000,  2308,
1020200404, 021899, 091004,  201.1,  2048.6, -9.000,  2301,
1030200103, 031699, 145151, 4502.4,  2328.6, -9.000,  2422,
1030200515, 031799, 045102,  209.7,  2033.9, -9.000,  2311,
1030200514, 031799, 044956,  225.1,  2041.0, -9.000,  2301,
1030200513, 031799, 044854,  235.8,  2040.9, -9.000,  2287,
1030200512, 031799, 044737,  251.9,  2044.9, -9.000,  2289,
1030200511, 031799, 044622,  276.9,  2049.8, -9.000,  2282,
1030200510, 031799, 044506,  302.0,  2060.3, -9.000,  2279,
1030200509, 031799, 044352,  326.2,  2088.0, -9.000,  2265,
1030200508, 031799, 044238,  350.3,  2113.0, -9.000,  2263,
1030200507, 031799, 044056,  402.1,  2117.4, -9.000,    -9,
1030200506, 031799, 043831,  501.9,  2192.7, -9.000,  2289,
1030200505, 031799, 043601,  600.8,  2265.4, -9.000,  2294,
1030200504, 031799, 043333,  700.1,  2303.0, -9.000,  2326,
1030200503, 031799, 043103,  802.0,  2334.9, -9.000,  2340,
1030200502, 031799, 042835,  902.1,  2340.2, -9.000,  2359,
1030200501, 031799, 042546, 1022.7,  2346.8, -9.000,  2366,
1030200622, 031799, 080014,    5.3,  1982.7, -9.000,  2330,
1030200621, 031799, 075904,   15.7,  1984.4, -9.000,  2334,
1030200619, 031799, 075742,   25.7,  1987.5, -9.000,  2324,
1030200618, 031799, 075643,   33.8,  1987.6, -9.000,  2325,
1030200617, 031799, 075535,   45.4,  1987.4, -9.000,  2331,
1030200616, 031799, 075418,   60.7,  1989.7, -9.000,  2333,
1030200615, 031799, 075303,   75.3,  1997.1, -9.000,  2333,
1030200614, 031799, 075153,   85.8,  2002.1, -9.000,  2340,
1030200613, 031799, 075046,   94.1,  2001.8, -9.000,  2337,
1030200612, 031799, 074937,  105.5,  1995.9, -9.000,    -9,
1030200611, 031799, 074837,  115.1,  2007.0, -9.000,  2337,
1030200610, 031799, 074733,  125.6,  2009.1, -9.000,  2340,
1030200609, 031799, 074624,  135.8,  2007.1, -9.000,  2339,
1030200608, 031799, 074517,  150.6,  2013.8, -9.000,  2335,
1030200607, 031799, 074411,  160.4,  2032.4, -9.000,  2320,
1030200606, 031799, 074255,  176.3,  2031.8, -9.000,  2325,
1030200605, 031799, 074146,  187.1,  2034.2, -9.000,  2311,
1030200604, 031799, 074029,  203.1,  2035.7, -9.000,  2305,
1040200303, 041399, 183656, 4500.4,  2327.7, -9.000,  2414,
1040200712, 041499, 070218,    5.3,  2009.3, -9.000,  2325,
1040200711, 041499, 065817,  179.9,  2021.3, -9.000,  2328,
1040200710, 041499, 065632,  209.4,  2025.6, -9.000,  2340,
1040200709, 041499, 065534,  225.2,  2025.8, -9.000,  2332,
1040200708, 041499, 065418,  235.0,  2036.5, -9.000,  2306,
1040200707, 041499, 065323,  249.7,  2041.3, -9.000,  2297,
1040200706, 041499, 065219,  274.4,  2049.5, -9.000,  2284,
1040200705, 041499, 065106,  299.0,  2056.7, -9.000,  2268,
1040200704, 041499, 064921,  324.5,  2068.8, -9.000,  2271,
1040200703, 041499, 064754,  350.7,  2076.4, -9.000,  2266,
1040200702, 041499, 062547,  900.5,  2340.6, -9.000,  2347,
1040200701, 041499, 062203, 1020.8,  2340.3, -9.000,  2355,
1040200823, 041499, 095713,    4.7,  2000.9, -9.000,  2337,
1040200822, 041499, 095614,   14.9,  1999.6, -9.000,  2344,
1040200820, 041499, 095503,   25.1,  2000.3, -9.000,  2332,
1040200819, 041499, 095404,   35.4,  2002.7, -9.000,  2349,
1040200818, 041499, 095309,   45.3,  2007.7, -9.000,  2343,
1040200817, 041499, 095205,   59.0,  2007.7, -9.000,  2325,
1040200816, 041499, 095058,   75.1,  2007.7, -9.000,  2335,
1040200815, 041499, 094959,   85.0,  2010.8, -9.000,  2334,
1040200814, 041499, 094854,   95.4,  2004.8, -9.000,  2337,
1040200813, 041499, 094749,  104.2,  2010.5, -9.000,  2324,
1040200812, 041499, 094704,  114.2,  2012.2, -9.000,  2320,
1040200811, 041499, 094613,  124.0,  2015.4, -9.000,  2330,
1040200810, 041499, 094518,  135.6,  2011.7, -9.000,  2339,
1040200809, 041499, 094418,  149.4,  2020.4, -9.000,  2327,
1040200808, 041499, 094318,  174.5,  2023.3, -9.000,  2329,
1040200807, 041499, 094204,  199.1,  2019.4, -9.000,  2342,
1040200806, 041499, 093749,  399.1,  2101.2, -9.000,  2263,
1040200805, 041499, 093519,  499.4,  2182.6, -9.000,  2268,
1040200804, 041499, 093248,  599.3,  2248.1, -9.000,  2298,
1040200803, 041499, 093019,  699.8,  2305.2, -9.000,  2312,
1040200802, 041499, 092740,  800.3,  2326.8, -9.000,  2328,
1050200103, 050999, 153401, 4502.6,  2327.1, -9.000,  2426,
1050200515, 051099, 052007,  209.6,  2060.7, -9.000,  2277,
1050200514, 051099, 051907,  226.7,  2055.0, -9.000,  2275,
1050200513, 051099, 051818,  236.8,  2058.7, -9.000,  2270,
1050200512, 051099, 051718,  251.5,  2063.5, -9.000,  2269,
1050200511, 051099, 051618,  275.9,  2074.7, -9.000,  2263,
1050200510, 051099, 051512,  301.9,  2087.7, -9.000,  2269,
1050200509, 051099, 051358,  327.3,  2099.8, -9.000,  2269,
1050200508, 051099, 051233,  355.7,  2113.3, -9.000,  2266,
1050200507, 051099, 051037,  402.4,  2129.1, -9.000,  2270,
1050200506, 051099, 050812,  499.9,  2175.9, -9.000,  2281,
1050200505, 051099, 050602,  598.0,  2249.7, -9.000,  2291,
1050200504, 051099, 050337,  700.4,  2307.2, -9.000,  2332,
1050200503, 051099, 050122,  799.0,  2337.4, -9.000,  2337,
1050200502, 051099, 045902,  898.5,  2342.0, -9.000,  2357,
1050200501, 051099, 045622, 1019.3,  2344.3, -9.000,  2367,
1050200623, 051099, 080157,    5.3,  2007.8, -9.000,  2334,
1050200621, 051099, 080052,   15.1,  2009.8, -9.000,  2333,
1050200620, 051099, 075952,   24.5,  2007.1, -9.000,  2341,
1050200618, 051099, 075847,   34.9,  2006.0, -9.000,  2334,
1050200617, 051099, 075746,   44.8,  2005.6, -9.000,  2331,
1050200616, 051099, 075646,   59.7,  2013.4, -9.000,  2333,
1050200615, 051099, 075546,   75.7,  2017.5, -9.000,  2332,
1050200614, 051099, 075446,   85.8,  2017.5, -9.000,  2335,
1050200613, 051099, 075347,   95.3,  2019.4, -9.000,  2332,
1050200612, 051099, 075247,  104.6,  2026.0, -9.000,  2338,
1050200611, 051099, 075146,  114.7,  2029.1, -9.000,  2329,
1050200610, 051099, 075047,  124.9,  2026.7, -9.000,  2325,
1050200609, 051099, 074946,  135.2,  2034.4, -9.000,  2318,
1050200608, 051099, 074842,  150.1,  2039.7, -9.000,  2307,
1050200607, 051099, 074742,  160.5,  2054.9, -9.000,  2323,
1050200606, 051099, 074632,  177.2,  2051.2, -9.000,  2287,
1050200605, 051099, 074532,  186.7,  2051.8, -9.000,  2288,
1050200604, 051099, 074432,  197.8,  2060.1, -9.000,  2282,
1060200203, 071399, 185000, 4500.1,  2325.5, -9.000,  2412,
1060200515, 071499, 045359,  209.4,  2014.5, -9.000,  2336,
1060200514, 071499, 045238,  224.3,  2018.2, -9.000,  2333,
1060200513, 071499, 045119,  234.8,  2022.9, -9.000,  2324,
1060200512, 071499, 044958,  248.5,  2034.6, -9.000,  2312,
1060200511, 071499, 044829,  274.4,  2049.5, -9.000,  2294,
1060200510, 071499, 044703,  298.7,  2054.9, -9.000,  2276,
1060200509, 071499, 044529,  324.1,  2052.3, -9.000,  2277,
1060200508, 071499, 044359,  349.7,  2063.4, -9.000,  2269,
1060200507, 071499, 044219,  399.7,  2093.4, -9.000,  2257,
1060200506, 071499, 043934,  499.8,  2143.3, -9.000,  2271,
1060200505, 071499, 043633,  599.8,  2233.6, -9.000,  2286,
1060200504, 071499, 043344,  698.7,  2294.4, -9.000,  2313,
1060200503, 071499, 043108,  798.8,  2326.9, -9.000,  2335,
1060200502, 071499, 042818,  899.3,  2337.0, -9.000,  2353,
1060200501, 071499, 042504, 1021.0,  2345.8, -9.000,  2362,
1060200623, 071499, 080220,    4.2,  1971.1, -9.000,  2307,
1060200620, 071499, 075931,   24.8,  1971.7, -9.000,  2296,
1060200618, 071499, 075810,   33.8,  1972.3, -9.000,  2306,
1060200617, 071499, 075640,   44.4,  1971.8, -9.000,  2297,
1060200616, 071499, 075530,   59.4,  1972.4, -9.000,  2297,
1060200615, 071499, 075415,   73.9,  1981.1, -9.000,  2303,
1060200614, 071499, 075310,   84.0,  1984.5, -9.000,  2311,
1060200613, 071499, 075151,   95.0,  1994.3, -9.000,  2309,
1060200612, 071499, 075030,  104.6,  1998.7, -9.000,  2318,
1060200611, 071499, 074920,  113.8,  2005.5, -9.000,  2320,
1060200610, 071499, 074820,  124.2,  2013.4, -9.000,  2322,
1060200609, 071499, 074730,  134.3,  2015.9, -9.000,  2323,
1060200608, 071499, 074620,  149.5,  2015.5, -9.000,  2327,
1060200607, 071499, 074525,  159.1,  2015.3, -9.000,  2331,
1060200606, 071499, 074420,  174.2,  2015.3, -9.000,  2331,
1060200605, 071499, 074310,  184.6,  2014.1, -9.000,  2331,
1060200604, 071499, 074142,  200.5,  2016.4, -9.000,  2333,
1070200403, 081399, 164040, 4498.4,  2324.1, -9.000,  2409,
1070200815, 081499, 045219,  210.4,  2062.0, -9.000,  2279,
1070200814, 081499, 045107,  223.8,  2063.7, -9.000,  2270,
1070200813, 081499, 045004,  234.8,  2067.8, -9.000,  2266,
1070200812, 081499, 044849,  250.2,  2086.2, -9.000,  2257,
1070200811, 081499, 044730,  274.5,  2094.6, -9.000,  2257,
1070200810, 081499, 044609,  299.3,  2120.1, -9.000,  2252,
1070200809, 081499, 044440,  324.5,  2120.9, -9.000,  2256,
1070200808, 081499, 044314,  349.9,  2116.9, -9.000,  2255,
1070200807, 081499, 044132,  401.0,  2132.6, -9.000,  2256,
1070200806, 081499, 043853,  499.9,  2200.2, -9.000,  2270,
1070200805, 081499, 043617,  598.1,  2267.7, -9.000,  2294,
1070200804, 081499, 043334,  699.4,  2315.7, -9.000,  2321,
1070200803, 081499, 043044,  800.0,  2336.4, -9.000,  2343,
1070200802, 081499, 042802,  899.7,  2342.3, -9.000,  2356,
1070200801, 081499, 042435, 1021.3,  2347.2, -9.000,  2361,
1070200922, 081499, 075717,    4.6,  1992.3, -9.000,  2320,
1070200921, 081499, 075613,   14.0,  1993.0, -9.000,  2318,
1070200919, 081499, 075501,   25.0,  1992.1, -9.000,  2319,
1070200918, 081499, 075358,   34.6,  1995.0, -9.000,  2321,
1070200917, 081499, 075257,   44.4,  1996.9, -9.000,  2306,
1070200916, 081499, 075142,   60.0,  1997.4, -9.000,  2310,
1070200915, 081499, 075021,   75.0,  2006.7, -9.000,  2337,
1070200914, 081499, 074925,   84.2,  2012.4, -9.000,  2314,
1070200913, 081499, 074824,   94.7,  2016.8, -9.000,  2314,
1070200912, 081499, 074720,  104.7,  2027.5, -9.000,  2323,
1070200911, 081499, 074621,  114.6,  2038.7, -9.000,  2309,
1070200910, 081499, 074523,  124.5,  2036.4, -9.000,  2311,
1070200909, 081499, 074423,  134.6,  2045.0, -9.000,  2304,
1070200908, 081499, 074313,  149.7,  2056.7, -9.000,  2296,
1070200907, 081499, 074212,  158.9,  2056.8, -9.000,  2292,
1070200906, 081499, 074102,  174.6,  2055.9, -9.000,  2297,
1070200905, 081499, 074001,  183.6,  2053.3, -9.000,  2287,
1070200904, 081499, 073843,  201.3,  2059.2, -9.000,  2280,
1080200103, 101499, 155256, 4500.2,  2327.6, -9.000,  2419,
1080200515, 101599, 054752,  210.3,  2046.4, -9.000,  2304,
1080200514, 101599, 054642,  224.7,  2045.7, -9.000,  2303,
1080200513, 101599, 054538,  235.3,  2048.7, -9.000,  2294,
1080200512, 101599, 054427,  249.6,  2047.1, -9.000,  2286,
1080200511, 101599, 054312,  274.1,  2058.1, -9.000,  2276,
1080200510, 101599, 054152,  299.8,  2057.2, -9.000,  2264,
1080200509, 101599, 054032,  324.7,  2077.2, -9.000,    -9,
1080200508, 101599, 053917,  349.3,  2078.0, -9.000,  2257,
1080200507, 101599, 053732,  398.2,  2125.3, -9.000,  2253,
1080200506, 101599, 053502,  500.1,  2193.5, -9.000,  2263,
1080200505, 101599, 053233,  599.3,  2262.6, -9.000,  2282,
1080200504, 101599, 052953,  700.3,  2304.0, -9.000,  2312,
1080200503, 101599, 052718,  799.4,  2331.8, -9.000,  2335,
1080200502, 101599, 052438,  898.2,  2340.0, -9.000,  2348,
1080200501, 101599, 052143, 1019.7,  2352.8, -9.000,    -9,
1080200622, 101599, 085501,    5.0,  1981.8, -9.000,  2306,
1080200619, 101599, 085241,   24.6,  1981.1, -9.000,  2305,
1080200618, 101599, 085141,   34.9,  1979.7, -9.000,  2310,
1080200617, 101599, 085041,   44.2,  1982.6, -9.000,  2311,
1080200616, 101599, 084931,   59.4,  1980.7, -9.000,  2310,
1080200615, 101599, 084832,   74.1,  1982.0, -9.000,  2310,
1080200614, 101599, 084727,   84.5,  1981.0, -9.000,  2309,
1080200613, 101599, 084632,   94.5,  1987.5, -9.000,  2309,
1080200612, 101599, 084527,  105.3,  1992.6, -9.000,  2317,
1080200611, 101599, 084427,  114.5,  2000.4, -9.000,  2341,
1080200610, 101599, 084321,  123.8,  2002.2, -9.000,  2319,
1080200609, 101599, 084227,  134.2,  2020.8, -9.000,  2314,
1080200608, 101599, 084126,  149.7,  2032.2, -9.000,  2321,
1080200607, 101599, 084032,  159.9,  2037.3, -9.000,  2321,
1080200606, 101599, 083926,  174.9,  2040.2, -9.000,  2317,
1080200605, 101599, 083832,  184.3,  2040.5, -9.000,  2313,
1080200604, 101599, 083731,  200.0,  2042.1, -9.000,  2309,
1090200103, 110899, 151622, 4499.4,  2327.3, -9.000,  2413,
1090200515, 110999, 034908,  210.1,  2045.7, -9.000,  2289,
1090200514, 110999, 034757,  224.3,  2047.4, -9.000,  2295,
1090200513, 110999, 034702,  234.2,  2048.5, -9.000,  2288,
1090200512, 110999, 034557,  249.1,  2050.3, -9.000,  2274,
1090200511, 110999, 034447,  273.5,  2060.7, -9.000,    -9,
1090200510, 110999, 034337,  298.5,    -9.0, -9.000,  2259,
1090200509, 110999, 034222,  323.7,  2071.3, -9.000,  2255,
1090200508, 110999, 034107,  349.7,  2080.1, -9.000,  2256,
1090200507, 110999, 033926,  400.1,  2100.2, -9.000,  2259,
1090200506, 110999, 033656,  500.4,  2171.8, -9.000,  2263,
1090200505, 110999, 033417,  599.3,  2252.2, -9.000,  2283,
1090200504, 110999, 033137,  699.1,  2319.8, -9.000,  2316,
1090200503, 110999, 032907,  799.8,  2339.0, -9.000,  2339,
1090200502, 110999, 032627,  899.3,  2334.9, -9.000,  2346,
1090200501, 110999, 032332, 1020.3,  2345.5, -9.000,  2360,
1090200623, 110999, 065642,    5.1,  1994.0, -9.000,  2326,
1090200620, 110999, 065442,   25.4,  1995.3, -9.000,  2326,
1090200619, 110999, 065436,   25.3,  1994.2, -9.000,  2325,
1090200618, 110999, 065341,   35.0,  1988.5, -9.000,  2332,
1090200617, 110999, 065246,   45.1,  1988.6, -9.000,  2331,
1090200616, 110999, 065146,   60.1,  1991.4, -9.000,  2329,
1090200615, 110999, 065047,   74.9,  2000.5, -9.000,  2328,
1090200614, 110999, 064951,   84.4,  2009.6, -9.000,  2327,
1090200613, 110999, 064852,   94.5,  2023.8, -9.000,  2324,
1090200612, 110999, 064752,  104.1,  2030.4, -9.000,  2329,
1090200611, 110999, 064651,  114.5,  2033.1, -9.000,  2320,
1090200610, 110999, 064551,  124.4,  2038.7, -9.000,  2319,
1090200609, 110999, 064456,  135.0,  2040.4, -9.000,  2318,
1090200608, 110999, 064356,  150.1,  2041.8, -9.000,  2314,
1090200607, 110999, 064257,  159.8,  2043.2, -9.000,  2309,
1090200606, 110999, 064156,  174.7,  2044.2, -9.000,  2295,
1090200605, 110999, 064056,  185.2,  2045.8, -9.000,  2293,
1090200604, 110999, 063951,  199.5,  2048.8, -9.000,  2284,
1100200103, 121499, 153944, 4499.8,  2328.7, -9.000,  2406,
1100200514, 121599, 044636,  224.7,  2064.8, -9.000,  2266,
1100200513, 121599, 044541,  235.2,  2065.9, -9.000,  2262,
1100200512, 121599, 044436,  249.4,  2080.9, -9.000,    -9,
1100200511, 121599, 044321,  275.4,  2079.2, -9.000,  2255,
1100200510, 121599, 044201,  300.7,  2084.6, -9.000,  2249,
1100200509, 121599, 044046,  325.7,  2096.4, -9.000,  2260,
1100200508, 121599, 043931,  350.3,  2101.5, -9.000,  2251,
1100200507, 121599, 043755,  400.2,  2124.0, -9.000,  2248,
1100200506, 121599, 043531,  500.4,  2215.8, -9.000,  2270,
1100200505, 121599, 043311,  599.6,  2267.1, -9.000,  2289,
1100200504, 121599, 043041,  700.0,  2308.8, -9.000,  2309,
1100200503, 121599, 042816,  799.4,  2328.0, -9.000,  2336,
1100200502, 121599, 042541,  900.9,  2338.0, -9.000,  2345,
1100200501, 121599, 042241, 1021.0,  2343.8, -9.000,  2353,
1100200622, 121599, 075531,    4.5,  1992.8, -9.000,  2314,
1100200620, 121599, 075341,   24.3,  1995.0, -9.000,  2308,
1100200618, 121599, 075241,   34.5,  1992.2, -9.000,  2314,
1100200617, 121599, 075146,   44.8,  1992.5, -9.000,  2309,
1100200616, 121599, 075046,   59.6,  1992.9, -9.000,  2311,
1100200615, 121599, 074945,   74.5,  1996.8, -9.000,  2308,
1100200614, 121599, 074851,   84.3,  1995.0, -9.000,  2312,
1100200613, 121599, 074801,   93.8,  2000.3, -9.000,  2311,
1100200612, 121599, 074705,  104.6,  2007.8, -9.000,  2320,
1100200611, 121599, 074616,  114.3,  2021.6, -9.000,  2297,
1100200610, 121599, 074516,  124.8,  2022.5, -9.000,  2308,
1100200609, 121599, 074421,  135.3,  2037.8, -9.000,  2312,
1100200608, 121599, 074316,  149.6,  2043.6, -9.000,  2306,
1100200607, 121599, 074216,  160.1,  2044.2, -9.000,  2304,
1100200606, 121599, 074116,  174.6,  2050.2, -9.000,  2294,
1100200605, 121599, 074016,  185.6,  2053.5, -9.000,  2290,
1100200604, 121599, 073906,  200.4,  2053.5, -9.000,  2285,
1110200103, 020200, 144258, 4501.1,  2330.1, -9.000,  2413,
1110200512, 020300, 035025,  250.0,  2065.7, -9.000,  2268,
1110200508, 020300, 034354,  349.4,  2110.8, -9.000,    -9,
1110200506, 020300, 033753,  499.8,  2189.9, -9.000,  2267,
1110200504, 020300, 033138,  699.6,  2312.4, -9.000,  2317,
1110200501, 020300, 032126, 1020.2,  2340.6, -9.000,  2361,
1110200623, 020300, 070634,    4.4,  2001.1, -9.000,  2323,
1110200620, 020300, 070335,   24.6,  2001.6, -9.000,  2315,
1110200617, 020300, 070044,   44.7,  2001.2, -9.000,  2329,
1110200615, 020300, 065732,   74.7,  2000.8, -9.000,  2320,
1110200613, 020300, 065442,   94.3,  1975.9, -9.000,  2314,
1110200612, 020300, 065325,  104.5,  1962.3, -9.000,  2322,
1110200611, 020300, 065154,  114.3,  1972.2, -9.000,  2307,
1110200608, 020300, 064738,  150.1,  2035.9, -9.000,  2300,
1110200604, 020300, 064057,  202.0,  2035.6, -9.000,  2288,
1120200103, 022900, 144439, 4499.0,  2328.6, -9.000,  2416,
1120200612, 030100, 034924,  249.4,  2058.3, -9.000,  2261,
1120200608, 030100, 034230,  350.3,  2090.5, -9.000,  2264,
1120200606, 030100, 033729,  499.5,  2174.0, -9.000,  2261,
1120200605, 030100, 033435,  600.2,  2255.5, -9.000,    -9,
1120200604, 030100, 033130,  699.4,  2315.0, -9.000,  2315,
1120200601, 030100, 032245, 1020.1,  2347.0, -9.000,  2380,
1120200723, 030100, 065608,    4.5,  1994.6, -9.000,  2303,
1120200720, 030100, 065359,   25.0,  1994.5, -9.000,  2324,
1120200718, 030100, 065243,   34.3,  1995.6, -9.000,  2309,
1120200717, 030100, 065139,   45.7,  1995.5, -9.000,  2308,
1120200715, 030100, 064934,   75.6,  2007.0, -9.000,    -9,
1120200712, 030100, 064629,  105.5,  2026.7, -9.000,  2313,
1120200708, 030100, 064234,  148.6,  2036.6, -9.000,  2322,
1120200704, 030100, 063744,  200.9,  2049.8, -9.000,  2306,
1130200103, 032800, 154159, 4502.0,  2326.2, -9.000,  2417,
1130200512, -00009, -00009,  248.9,  2053.4, -9.000,  2274,
1130200510, 032900, 044254,  299.3,  2073.5, -9.000,  2261,
1130200506, 032900, 043545,  499.3,  2196.7, -9.000,  2267,
1130200505, 032900, 043312,  598.2,  2270.2, -9.000,  2295,
1130200504, 032900, 043036,  700.6,  2312.6, -9.000,  2315,
1130200501, 032900, 042233, 1020.5,  2343.3, -9.000,  2364,
1130200623, 032900, 075450,    4.6,  2000.2, -9.000,  2318,
1130200620, 032900, 075241,   23.5,  2000.5, -9.000,  2324,
1130200617, 032900, 075031,   44.7,  2000.9, -9.000,  2316,
1130200615, 032900, 074821,   74.2,  2004.0, -9.000,  2320,
1130200612, 032900, 074526,  103.9,  2008.7, -9.000,  2326,
1130200608, 032900, 074121,  149.3,  2033.0, -9.000,  2305,
1130200604, 032900, 073717,  201.2,  2052.1, -9.000,  2299,
1140200103, 042500, 154121, 4501.2,  2333.5, -9.000,  2422,
1140200512, 042600, 044557,  249.4,  2055.5, -9.000,  2290,
1140200510, 042600, 044316,  300.0,  2069.5, -9.000,  2256,
1140200506, 042600, 043612,  498.8,  2187.1, -9.000,  2276,
1140200505, 042600, 043333,  600.1,  2270.8, -9.000,  2292,
1140200504, 042600, 043057,  699.2,  2318.1, -9.000,    -9,
1140200501, 042600, 042237, 1019.5,  2352.3, -9.000,  2360,
1140200623, 042600, 075947,    4.9,  1980.5, -9.000,  2302,
1140200620, 042600, 075719,   25.1,  1981.2, -9.000,  2297,
1140200617, 042600, 075502,   44.7,  1983.1, -9.000,  2287,
1140200615, 042600, 075153,   75.0,  1995.4, -9.000,  2318,
1140200612, 042600, 074843,  104.0,  2009.2, -9.000,  2326,
1140200608, 042600, 074423,  149.3,  2025.3, -9.000,  2330,
1140200604, 042600, 073955,  200.5,  2058.6, -9.000,  2316,
1150200103, 052300, 154205, 4502.0,  2334.6, -9.000,  2427,
1150200512, 052400, 045027,  249.3,  2055.7, -9.000,  2277,
1150200506, 052400, 044011,  498.5,  2188.7, -9.000,  2267,
1150200505, 052400, 043735,  600.1,  2255.6, -9.000,  2286,
1150200504, 052400, 043503,  700.2,  2310.1, -9.000,  2317,
1150200501, 052400, 042616, 1024.0,  2345.1, -9.000,  2362,
1150200623, 052400, 075823,    4.8,  1980.4, -9.000,  2290,
1150200621, 052400, 075608,   25.1,  1980.4, -9.000,  2292,
1150200617, 052400, 075335,   45.3,  1982.5, -9.000,  2314,
1150200615, 052400, 075120,   74.1,  1998.8, -9.000,    -9,
1150200612, 052400, 074814,  104.2,  2008.8, -9.000,  2334,
1150200608, 052400, 074357,  150.2,  2017.1, -9.000,  2340,
1150200604, 052400, 073930,  199.4,  2037.0, -9.000,  2330,
1160200203, 062000, 153247, 4499.0,  2324.2, -9.000,  2421,
1160200612, 062100, 044418,  251.6,  2056.8, -9.000,    -9,
1160200610, 062100, 044148,  298.6,  2068.3, -9.000,  2278,
1160200606, 062100, 043503,  499.5,  2204.0, -9.000,  2279,
1160200605, 062100, 043233,  599.6,  2270.8, -9.000,  2301,
1160200604, 062100, 042958,  699.2,  2292.5, -9.000,  2326,
1160200601, 062100, 042145, 1019.9,  2338.0, -9.000,  2374,
1160200723, 062100, 080031,    4.7,  1989.4, -9.000,  2319,
1160200720, 062100, 075747,   24.7,  1989.0, -9.000,  2320,
1160200717, 062100, 075526,   44.4,  1985.2, -9.000,  2335,
1160200715, 062100, 075255,   74.8,  2006.0, -9.000,  2340,
1160200712, 062100, 074927,  104.1,  2002.7, -9.000,  2329,
1160200708, 062100, 074507,  149.8,  2024.1, -9.000,  2343,
1160200704, 062100, 074042,  202.0,  2046.7, -9.000,  2321,
1170200103, 072500, 154427, 4498.1,  2322.3, -9.000,  2428,
1170200412, 072600, 044806,  249.5,  2060.5, -9.000,  2276,
1170200410, 072600, 044533,  299.9,  2079.3, -9.000,  2262,
1170200406, 072600, 043832,  499.1,  2191.2, -9.000,  2283,
1170200405, 072600, 043540,  601.1,  2278.0, -9.000,  2317,
1170200404, 072600, 043232,  698.7,  2320.2, -9.000,  2335,
1170200401, 072600, 042420, 1021.9,  2338.8, -9.000,  2371,
1170200523, 072600, 080759,    4.3,  1984.9, -9.000,  2323,
1170200520, 072600, 080448,   23.7,  1989.0, -9.000,  2328,
1170200517, 072600, 080206,   45.0,  1992.0, -9.000,  2328,
1170200515, 072600, 075924,   75.1,  1997.8, -9.000,  2328,
1170200512, 072600, 075532,  106.0,  2007.4, -9.000,  2342,
1170200508, 072600, 074908,  150.1,  2034.5, -9.000,  2319,
1170200504, 072600, 074422,  199.6,  2049.9, -9.000,  2292,
1180200203, 082200, 145519, 4499.9,  2329.7, -9.000,  2426,
1180200612, 082300, 040501,  250.3,  2054.9, -9.000,  2279,
