botid, date, time, press, theta, sigma, temp, csal, coxy, bsal, boxy, dic, ph, alk, phos, nit, sil, no2, 
#, mmddyy, hhmmss, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, PSS-78, umol/kg, umol/kg,  , ueq/kg, umol/kg, umol/kg, umol/kg, nmol/kg, 
0120200810, 112989, 024212,  112.5, 22.2656, 24.326, 22.2881, 35.2393,   -9.0, 35.1919,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200809, 112989, 024111,  134.7, 21.2605, 24.623, 21.2865, 35.2612,   -9.0, 35.2255,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200808, 112989, 024017,  154.5, 20.4358, 24.810, 20.4648, 35.2138,   -9.0, 35.1889,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200807, 112989, 023934,  164.5, 20.2102, 24.858, 20.2409, 35.1973,   -9.0, 35.1699,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200806, 112989, 023825,  177.3, 19.8091, 24.934, 19.8417, 35.1580,   -9.0, 35.1316,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200805, 112989, 023723,  196.8, 19.3506, 25.021, 19.3862, 35.1162,   -9.0, 35.0953,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200804, 112989, 023146,  507.9,  6.6267, 26.708,  6.6734, 34.0329,   -9.0, 34.0336,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200803, 112989, 022934,  610.4,  5.4644, 26.938,  5.5156, 34.1380,   -9.0, 34.1362,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200802, 112989, 022722,  710.5,  4.8347, 27.125,  4.8916, 34.2823,   -9.0, 34.2813,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0120200801, 112989, 022507,  810.4,  4.4903, 27.230,  4.5538, 34.3666,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200123, 010490, 171511,  899.8,  4.3662, 27.310,  4.4365, 34.4498,   37.1, 34.4480,   35.4,    -9.0, -9.000,  2361,   3.02,  41.75, 103.22,   -9.0,
0130200122, 010490, 171245,  899.8,  4.3662, 27.310,  4.4365, 34.4498,   37.1, 34.4478,   35.1,    -9.0, -9.000,  2359,   3.04,  41.75, 103.22,   -9.0,
0130200121, 010490, 171022, 1098.5,  3.8164, 27.416,  3.8995, 34.5104,   45.2, 34.5097,   45.3,    -9.0, -9.000,  2382,   3.02,  41.86, 112.25,   -9.0,
0130200120, 010490, 170700, 1249.3,  3.4315, 27.471,  3.5239, 34.5327,   53.1, 34.5316,   52.9,    -9.0, -9.000,  2384,   2.99,  41.63, 119.98,   -9.0,
0130200119, 010490, 170321, 1249.3,  3.4315, 27.471,  3.5239, 34.5327,   53.1, 34.5322,   53.5,    -9.0, -9.000,  2383,   3.00,  41.63, 119.68,   -9.0,
0130200118, 010490, 165949, 1395.2,  3.0675, 27.524,  3.1685, 34.5555,   59.0, 34.5555,   58.8,    -9.0, -9.000,    -9,   3.00,  41.63, 126.30,   -9.0,
0130200117, 010490, 165631, 1548.2,  2.7372, 27.568,  2.8473, 34.5732,   65.8, 34.5733,   66.6,    -9.0, -9.000,  2408,   2.94,  41.27, 133.32,   -9.0,
0130200116, 010490, 165303, 1701.2,  2.4653, 27.605,  2.5849, 34.5894,   72.4, 34.5894,   73.4,    -9.0, -9.000,  2405,   2.90,  40.79, 139.35,   -9.0,
0130200115, 010490, 164945, 1850.9,  2.2118, 27.639,  2.3406, 34.6056,   81.6, 34.6067,   80.6,    -9.0, -9.000,  2414,   2.88,  40.42, 143.76,   -9.0,
0130200114, 010490, 164537, 2000.5,  2.0089, 27.666,  2.1475, 34.6189,   88.7, 34.6190,   87.7,    -9.0, -9.000,  2410,   2.84,  39.95, 146.37,   -9.0,
0130200113, 010490, 164124, 2201.9,  1.7811, 27.694,  1.9337, 34.6326,   96.6, 34.6344,   94.3,    -9.0, -9.000,  2423,   2.78,  39.59, 149.38,   -9.0,
0130200112, 010490, 163716, 2591.4,  1.5380, 27.728,  1.7213, 34.6521,  106.0, 34.6553,  108.8,    -9.0, -9.000,  2426,   2.74,  38.75, 156.80,   -9.0,
0130200111, 010490, 163258, 2794.3,  1.4230, 27.744,  1.6230, 34.6619,  116.0, 34.6651,  116.4,    -9.0, -9.000,  2426,   2.67,  38.27, 156.80,   -9.0,
0130200110, 010490, 162841, 3000.3,  1.3530, 27.754,  1.5714, 34.6681,  122.1, 34.6681,  122.2,    -9.0, -9.000,  2424,   2.63,  38.04, 158.40,   -9.0,
0130200109, 010490, 162429, 3197.4,  1.2891, 27.763,  1.5255, 34.6737,  129.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200108, 010490, 162018, 3395.2,  1.2354, 27.771,  1.4907, 34.6785,  136.2, 34.6792,  134.9,    -9.0, -9.000,    -9,   2.59,  36.96, 152.78,   -9.0,
0130200107, 010490, 161608, 3600.6,  1.1947, 27.776,  1.4705, 34.6817,  139.5, 34.6803,  139.9,    -9.0, -9.000,  2428,   2.54,  36.72, 151.77,   -9.0,
0130200106, 010490, 161200, 3800.2,  1.1645, 27.781,  1.4609, 34.6845,  143.8, 34.6842,  144.5,    -9.0, -9.000,  2423,   2.54,  36.36, 152.38,   -9.0,
0130200105, 010490, 160751, 3995.1,  1.1442, 27.783,  1.4614, 34.6860,  147.9, 34.6864,  147.3,    -9.0, -9.000,  2426,   2.51,  36.12, 147.77,   -9.0,
0130200104, 010490, 160337, 4196.1,  1.1273, 27.786,  1.4669, 34.6877,  148.7, 34.6873,  150.2,    -9.0, -9.000,  2421,   2.50,  36.01, 147.36,   -9.0,
0130200103, 010490, 155926, 4395.9,  1.1149, 27.788,  1.4773, 34.6890,  150.0, 34.6872,  150.4,    -9.0, -9.000,  2422,   2.51,  36.01, 147.36,   -9.0,
0130200102, 010490, 155449, 4600.7,  1.1072, 27.789,  1.4937, 34.6896,  153.7, 34.6889,  153.5,    -9.0, -9.000,  2422,   2.48,  35.76, 145.36,   -9.0,
0130200101, 010490, 155424, 4600.5,  1.1072, 27.789,  1.4937, 34.6896,  154.1, 34.6905,  152.7,    -9.0, -9.000,  2422,   2.48,  35.65, 145.76,   -9.0,
0130200222, 010490, 205157,   25.6, 23.8839, 23.762, 23.8893, 35.1144,  211.7, 35.1154,  213.5,    -9.0, -9.000,    -9,   0.07,   0.02,   0.85,   -9.0,
0130200221, 010490, 205033,   51.3, 23.8848, 23.761, 23.8955, 35.1135,  211.7, 35.1125,  210.9,    -9.0, -9.000,  2313,   0.07,   0.00,   1.05,   -9.0,
0130200220, 010490, 204859,   77.2, 23.8774, 23.763, 23.8936, 35.1134,  211.8, 35.1139,  211.0,    -9.0, -9.000,  2320,   0.07,   0.02,   0.85,   -9.0,
0130200219, 010490, 204717,   77.2, 23.8774, 23.763, 23.8936, 35.1134,  211.8, 35.1142,  210.7,    -9.0, -9.000,  2307,   0.07,   0.00,   0.85,   -9.0,
0130200218, 010490, 204549,  105.1, 23.6410, 23.867, 23.6629, 35.1587,  200.8, 35.1596,  210.1,    -9.0, -9.000,  2324,   0.06,   0.00,   1.05,   -9.0,
0130200217, 010490, 204357,  131.6, 21.9004, 24.443, 21.9264, 35.2593,  199.5, 35.2630,  212.1,    -9.0, -9.000,  2320,   0.11,   0.31,   1.05,   -9.0,
0130200216, 010490, 204212,  182.6, 20.8604, 24.742, 20.8953, 35.2756,  187.0, 35.2761,  198.5,    -9.0, -9.000,  2326,   0.18,   0.99,   1.05,   -9.0,
0130200215, 010490, 204009,  182.6, 20.8604, 24.742, 20.8953, 35.2756,  187.0, 35.2764,  198.3,    -9.0, -9.000,  2328,   0.17,   0.98,   1.05,   -9.0,
0130200214, 010490, 203808,  216.9, 19.1975, 25.051, 19.2366, 35.1056,  184.6, 35.1257,  197.5,    -9.0, -9.000,    -9,   0.21,   1.91,   1.86,   -9.0,
0130200213, 010490, 203615,  338.5, 11.5709, 26.061, 11.6140, 34.2167,  173.7, 34.2145,  174.8,    -9.0, -9.000,    -9,   1.12,  14.49,  14.50,   -9.0,
0130200212, 010490, 203320,  377.0, 10.1868, 26.263, 10.2311, 34.1589,  172.9, 34.1635,  175.3,    -9.0, -9.000,  2263,   1.33,  17.68,  19.72,   -9.0,
0130200211, 010490, 203106,  496.0,  7.1024, 26.648,  7.1497, 34.0394,  130.6, 34.0481,   -9.0,    -9.0, -9.000,  2273,   2.02,  28.24,  44.42,   -9.0,
0130200210, 010490, 202949,  516.7,  6.7789, 26.694,  6.8269, 34.0420,  118.7, 34.0412,  114.8,    -9.0, -9.000,  2282,   2.18,  30.28,  49.44,   -9.0,
0130200209, 010490, 202810,  555.3,  6.3061, 26.805,  6.3560, 34.1031,   78.7, 34.0951,   76.3,    -9.0, -9.000,  2288,   2.51,  34.59,  60.48,   -9.0,
0130200208, 010490, 202640,  576.6,  5.8784, 26.892,  5.9284, 34.1449,   59.7, 34.1358,   55.3,    -9.0, -9.000,  2297,   2.71,  36.85,  68.51,   -9.0,
0130200207, 010490, 202446,  618.3,  5.6067, 26.977,  5.6593, 34.2103,   44.4, 34.2090,   42.6,    -9.0, -9.000,  2319,   2.85,  38.53,  76.54,   -9.0,
0130200206, 010490, 202233,  680.9,  4.9467, 27.083,  5.0016, 34.2447,   26.2, 34.2429,   25.8,    -9.0, -9.000,  2332,   3.02,  41.16,  90.19,   -9.0,
0130200205, 010490, 202019,  742.1,  4.9099, 27.183,  4.9700, 34.3666,   30.3, 34.3638,   31.4,    -9.0, -9.000,  2346,   3.01,  41.04,  91.19,   -9.0,
0130200204, 010490, 201717,  848.2,  4.5037, 27.277,  4.5705, 34.4269,   33.1, 34.4242,   35.2,    -9.0, -9.000,  2358,   3.05,  41.87,  99.41,   -9.0,
0130200203, 010490, 201458,  903.9,  4.3266, 27.323,  4.3971, 34.4607,   37.2, 34.4563,   37.7,    -9.0, -9.000,  2365,   3.05,  41.75, 102.63,   -9.0,
0130200202, 010490, 201048, 1009.5,  4.0073, 27.385,  4.0844, 34.4973,   42.2, 34.5000,   43.0,    -9.0, -9.000,  2371,   3.06,  41.98, 108.64,   -9.0,
0130200201, 010490, 200831, 1024.6,  3.9455, 27.396,  4.0234, 34.5019,   42.9, 34.5030,   44.2,    -9.0, -9.000,  2364,   3.05,  41.98, 110.24,   -9.0,
0130200302, 010590, 032333,    1.0, 23.9347, 23.745, 23.9349, 35.1108,   -9.0, 35.1084,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200301, 010590, 031157,   13.0, 23.9404, 22.385, 23.9432, -9.0000,   -9.0, 35.1073,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200415, 010590, 051004,    4.7, 23.9238, 23.746, 23.9248, 35.1078,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200414, 010590, 050844,   14.3, 23.9234, 23.745, 23.9264, 35.1064,   -9.0, 35.1019,  211.1,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,    0.4,
0130200413, 010590, 050729,   24.2, 23.9224, 23.745, 23.9275, 35.1064,   -9.0, 35.1035,  211.5,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200412, 010590, 050628,   34.0, 23.9211, 23.745, 23.9282, 35.1060,   -9.0, 35.1004,  211.5,  1965.9, -9.000,    -9,  -9.00,  -9.00,  -9.00,    0.1,
0130200411, 010590, 050532,   45.8, 23.9025, 23.749, 23.9121, 35.1042,   -9.0, 35.1019,  211.4,    -9.0, -9.000,    -9,   0.06,   0.02,   2.05,    0.3,
0130200410, 010590, 050424,   60.0, 23.8994, 23.750, 23.9120, 35.1044,   -9.0, 35.1013,  210.8,    -9.0, -9.000,    -9,   0.06,   0.00,   1.46,    0.5,
0130200409, 010590, 050321,   75.5, 23.8049, 23.808, 23.8207, 35.1439,   -9.0, 35.1411,  210.4,    -9.0, -9.000,    -9,   0.05,   0.02,   0.85,    0.3,
0130200408, 010590, 050156,   85.6, 23.5332, 23.912, 23.5509, 35.1754,   -9.0, 35.1686,  210.7,    -9.0, -9.000,    -9,   0.08,   0.02,   0.85,    1.8,
0130200407, 010590, 050059,   95.1, 22.7534, 24.168, 22.7726, 35.2161,   -9.0, 35.2009,  210.8,    -9.0, -9.000,    -9,   0.08,   0.11,   0.85,   51.2,
0130200406, 010590, 045956,  105.9, 22.3225, 24.315, 22.3436, 35.2479,   -9.0, 35.2444,  218.4,    -9.0, -9.000,    -9,   0.09,   0.12,   0.85,   93.3,
0130200405, 010590, 045822,  117.3, 21.7525, 24.493, 21.7756, 35.2715,   -9.0, 35.2687,  210.8,    -9.0, -9.000,    -9,   0.10,   0.23,   1.05,  176.7,
0130200404, 010590, 045652,  126.9, 21.4962, 24.567, 21.5209, 35.2752,   -9.0, -9.0000,  204.9,    -9.0, -9.000,    -9,   0.15,   0.50,   2.45,   19.7,
0130200403, 010590, 045410,  136.8, 21.1422, 24.661, 21.1686, 35.2705,   -9.0, -9.0000,  196.5,    -9.0, -9.000,    -9,   0.20,   1.29,   1.86,   16.2,
0130200402, 010590, 044554,  479.6,  7.4412, 26.602,  7.4881, 34.0410,   -9.0, 34.0418,  144.0,    -9.0, -9.000,    -9,   1.94,  26.69,  40.71,   -9.0,
0130200401, 010590, 043506,  479.6,  7.4412, 26.602,  7.4881, 34.0410,   -9.0, 34.0427,   -9.0,    -9.0, -9.000,    -9,   1.94,  26.93,  40.41,   -9.0,
0130200523, 010590, 084720,    5.1, 23.9170, 23.750, 23.9181, 35.1106,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200522, 010590, 084655,    5.2, 23.9173, 23.749, 23.9184, 35.1103,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200521, 010590, 084421,   12.3, 23.9206, 23.747, 23.9231, 35.1085,   -9.0, -9.0000,  213.4,    -9.0, -9.000,    -9,   0.07,   0.00,   2.05,   -9.0,
0130200520, 010590, 084309,   26.7, 23.9187, 23.747, 23.9243, 35.1072,   -9.0, 35.1097,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200519, 010590, 084005,   26.7, 23.9187, 23.747, 23.9243, 35.1072,   -9.0, 35.1072,  211.8,    -9.0, -9.000,    -9,   0.06,   0.00,   1.25,   -9.0,
0130200518, 010590, 083802,  160.6, 20.8066, 24.754, 20.8372, 35.2723,   -9.0, 35.2652,  199.5,    -9.0, -9.000,    -9,   0.17,   0.93,   1.45,   -9.0,
0130200517, 010590, 083632,  177.8, 20.5497, 24.812, 20.5833, 35.2572,   -9.0, 35.2592,  197.7,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200516, 010590, 083532,  203.5, 19.1931, 25.066, 19.2297, 35.1229,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200515, 010590, 083439,  215.3, 18.4962, 25.155, 18.5340, 35.0079,   -9.0, 35.0126,  197.6,    -9.0, -9.000,    -9,   0.26,   2.50,   2.78,   -9.0,
0130200514, 010590, 083317,  230.0, 17.5225, 25.275, 17.5613, 34.8520,   -9.0, 34.8583,  196.1,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200513, 010590, 083220,  239.1, 17.0249, 25.341, 17.0645, 34.7823,   -9.0, 34.7891,  196.0,    -9.0, -9.000,    -9,   0.37,   3.94,   3.66,   -9.0,
0130200512, 010590, 083124,  252.9, 16.3234, 25.437, 16.3640, 34.6932,   -9.0, 34.6905,  195.5,    -9.0, -9.000,    -9,   0.43,   4.69,   4.46,   -9.0,
0130200511, 010590, 083017,  280.5, 14.7510, 25.645, 14.7930, 34.5061,   -9.0, 34.5144,  198.2,    -9.0, -9.000,    -9,   0.55,   6.33,   6.07,   -9.0,
0130200510, 010590, 082905,  307.9, 12.8847, 25.870, 12.9268, 34.2959,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200509, 010590, 082658,  335.0, 11.2923, 26.102, 11.3343, 34.2035,   -9.0, 34.2043,  173.3,    -9.0, -9.000,    -9,   1.17,  15.68,  15.91,   -9.0,
0130200508, 010590, 082455,  359.6, 10.3859, 26.236, 10.4286, 34.1675,   -9.0, 34.1634,  175.3,    -9.0, -9.000,    -9,   1.31,  17.48,  19.32,   -9.0,
0130200507, 010590, 082309,  407.4,  9.0409, 26.415,  9.0854, 34.1108,   -9.0, 34.1068,  168.8,    -9.0, -9.000,    -9,   1.51,  20.95,  27.35,   -9.0,
0130200506, 010590, 082126,  476.5,  7.4759, 26.598,  7.5226, 34.0428,   -9.0, 34.0400,  142.2,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200505, 010590, 081816,  608.8,  5.8788, 26.921,  5.9318, 34.1809,   -9.0, 34.1768,   47.8,    -9.0, -9.000,    -9,   2.79,  37.33,  71.12,   -9.0,
0130200504, 010590, 081535,  711.3,  4.8698, 27.117,  4.9269, 34.2776,   -9.0, 34.2746,   24.6,    -9.0, -9.000,    -9,   3.06,  41.39,  90.19,   -9.0,
0130200503, 010590, 081200,  811.8,  4.7661, 27.237,  4.8315, 34.4141,   -9.0, 34.4107,   33.1,    -9.0, -9.000,    -9,   3.05,  41.43,  94.13,   -9.0,
0130200502, 010590, 080917,  909.0,  4.3932, 27.318,  4.4646, 34.4634,   -9.0, 34.4620,   37.1,    -9.0, -9.000,    -9,   3.05,  41.86, 101.71,   -9.0,
0130200501, 010590, 080527,  909.0,  4.3932, 27.318,  4.4646, 34.4634,   -9.0, 34.4611,   37.1,    -9.0, -9.000,    -9,   3.06,  41.86, 101.71,   -9.0,
0130200619, 010590, 112120,    1.8, 23.9616, 23.735, 23.9620, 35.1087,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200618, 010590, 111941,   10.4, 23.9655, 23.734, 23.9677, 35.1085,   -9.0, 35.1005,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200617, 010590, 111747,   20.2, 23.9765, 23.730, 23.9807, 35.1084,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200616, 010590, 111747,   20.2, 23.9765, 23.730, 23.9807, 35.1084,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200615, 010590, 111617,   30.3, 23.9729, 23.731, 23.9792, 35.1079,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200614, 010590, 111436,   40.2, 23.9743, 23.730, 23.9827, 35.1076,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200613, 010590, 111301,   51.2, 23.9744, 23.730, 23.9852, 35.1071,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200612, 010590, 111134,   61.2, 23.9588, 23.735, 23.9717, 35.1070,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200611, 010590, 111001,   71.2, 23.9048, 23.756, 23.9198, 35.1142,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200610, 010590, 110742,   81.0, 23.8331, 23.788, 23.8501, 35.1289,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200609, 010590, 110742,   81.0, 23.8331, 23.788, 23.8501, 35.1289,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200608, 010590, 110623,   91.1, 23.1427, 24.031, 23.1614, 35.1831,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200607, 010590, 110440,  101.4, 22.5599, 24.234, 22.5803, 35.2303,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200606, 010590, 110241,  111.8, 21.7536, 24.485, 21.7756, 35.2615,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200605, 010590, 110043,  124.1, 21.3212, 24.602, 21.3452, 35.2571,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200604, 010590, 105833,  144.4, 20.9899, 24.694, 21.0176, 35.2590,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200603, 010590, 105833,  144.4, 20.9899, 24.694, 21.0176, 35.2590,   -9.0, 35.2616,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200602, 010590, 105006,  518.8,  6.9547, 26.667,  7.0036, 34.0372,   -9.0, 34.0430,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200601, 010590, 103719, 1002.2,  4.0953, 27.373,  4.1725, 34.4926,   -9.0, 34.4918,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200723, 010590, 144048,    0.5, 23.9858, 23.727, 23.9859, 35.1079,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200722, 010590, 143829,   10.4, 23.9922, 23.724, 23.9944, 35.1065,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200721, 010590, 143641,   51.5, 23.9675, 23.731, 23.9783, 35.1056,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200720, 010590, 143531,   62.9, 23.9320, 23.743, 23.9452, 35.1080,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200719, 010590, 143419,   70.5, 23.9179, 23.748, 23.9327, 35.1086,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200718, 010590, 143219,  131.9, 21.5235, 24.548, 21.5492, 35.2597,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200717, 010590, 143104,  142.4, 21.1991, 24.636, 21.2266, 35.2576,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200716, 010590, 143104,  142.4, 21.1991, 24.636, 21.2266, 35.2576,   -9.0, 35.2593,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200715, 010590, 142939,  154.5, 20.9530, 24.707, 20.9826, 35.2633,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200714, 010590, 142754,  205.2, 19.4798, 25.002, 19.5171, 35.1361,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200713, 010590, 142605,  253.7, 16.4466, 25.422, 16.4876, 34.7110,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200712, 010590, 142411,  304.5, 13.0377, 25.842, 13.0796, 34.2990,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200711, 010590, 142209,  356.4, 10.6960, 26.190, 10.7391, 34.1781,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200710, 010590, 142008,  406.1,  9.2517, 26.390,  9.2967, 34.1216,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200709, 010590, 142008,  406.1,  9.2517, 26.390,  9.2967, 34.1216,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200708, 010590, 141824,  456.8,  8.0276, 26.542,  8.0742, 34.0737,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200707, 010590, 141626,  506.3,  6.9947, 26.663,  7.0426, 34.0392,   -9.0, 34.0413,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200706, 010590, 141438,  556.7,  6.2539, 26.810,  6.3037, 34.1007,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200705, 010590, 141238,  606.7,  5.7738, 26.923,  5.8262, 34.1670,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200704, 010590, 140853,  762.8,  4.9182, 27.182,  4.9801, 34.3657,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200703, 010590, 140853,  762.8,  4.9182, 27.182,  4.9801, 34.3657,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200702, 010590, 140542,  910.8,  4.4562, 27.296,  4.5281, 34.4446,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200701, 010590, 140158, 1033.4,  4.1005, 27.373,  4.1803, 34.4935,   -9.0, 34.4935,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200805, 010590, 174750,    1.7, 23.9888, 23.727, 23.9891, 35.1081,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200804, 010590, 174631,   11.0, 23.9944, 23.724, 23.9967, 35.1066,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200803, 010590, 174128,   46.2, 23.9938, 23.719, 24.0035, 35.1004,   -9.0, 35.1021,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200802, 010590, 173844,  140.1, 21.7043, 24.503, 21.7318, 35.2671,   -9.0, 35.2696,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0130200801, 010590, 173130,  500.7,  6.7145, 26.706,  6.7607, 34.0462,   -9.0, 34.0414,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
