botid, date, time, press, theta, sigma, temp, csal, coxy, bsal, boxy, dic, ph, alk, phos, nit, sil, no2, 
#, mmddyy, hhmmss, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, PSS-78, umol/kg, umol/kg,  , ueq/kg, umol/kg, umol/kg, umol/kg, nmol/kg, 
0400201208, -00009, -00009,  249.0, 17.4745, 25.361, 17.5165, 34.9491,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201207, -00009, -00009,  298.9, 13.8931, 25.800, 13.9361, 34.4701,   -9.0, 34.4706,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201206, -00009, -00009,  349.2, 11.8915, 26.053, 11.9369, 34.2838,   -9.0, 34.2797,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201205, -00009, -00009,  349.0, 11.8893, 26.054, 11.9346, 34.2846,   -9.0, 34.2774,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201204, -00009, -00009,  500.2,  7.5888, 26.629,  7.6384, 34.1022,   -9.0, 34.0978,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201203, -00009, -00009,  600.8,  6.0927, 26.849,  6.1459, 34.1242,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201202, -00009, -00009, 1029.6,  3.9271, 27.385,  4.0052, 34.4867,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201201, -00009, -00009, 1029.2,  3.9363, 27.384,  4.0145, 34.4863,   -9.0, 34.4863,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201315, -00009, -00009,    5.9, 26.3550, 22.960, 26.3564, 35.0501,   -9.0, 35.0485,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201314, -00009, -00009,   24.1, 26.2938, 22.978, 26.2992, 35.0483,   -9.0, 35.0475,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201313, -00009, -00009,   50.4, 26.2533, 22.990, 26.2647, 35.0473,   -9.0, 35.0495,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201312, -00009, -00009,   75.1, 25.3003, 23.292, 25.3167, 35.0566,   -9.0, 35.0527,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201311, -00009, -00009,  100.4, 23.4569, 23.903, 23.4777, 35.1342,   -9.0, 35.1363,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201310, -00009, -00009,  124.6, 22.6809, 24.158, 22.7061, 35.1746,   -9.0, 35.1688,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201309, -00009, -00009,  149.4, 21.5586, 24.493, 21.5878, 35.2009,   -9.0, 35.2037,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201308, -00009, -00009,  174.4, 20.2887, 24.815, 20.3214, 35.1705,   -9.0, 35.1789,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201307, -00009, -00009,  199.9, 19.3693, 25.028, 19.4055, 35.1326,   -9.0, 35.1305,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201306, -00009, -00009,  224.9, 17.7609, 25.290, 17.7992, 34.9471,   -9.0, 34.9509,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201305, -00009, -00009,  250.3, 16.4496, 25.467, 16.4900, 34.7696,   -9.0, 34.7618,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201304, -00009, -00009,  449.4,  8.7731, 26.460,  8.8214, 34.1144,   -9.0, 34.1153,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201303, -00009, -00009, 1021.1,  4.0606, 27.364,  4.1391, 34.4769,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201302, -00009, -00009, 1021.1,  4.0637, 27.364,  4.1422, 34.4770,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201301, -00009, -00009, 1020.9,  4.0659, 27.363,  4.1444, 34.4765,   -9.0, 34.4795,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201419, -00009, -00009,    5.8, 26.3484, 22.964, 26.3497, 35.0531,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201418, -00009, -00009,   26.0, 26.3472, 22.963, 26.3531, 35.0513,   -9.0, 35.0539,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201417, -00009, -00009,   25.9, 26.3452, 22.964, 26.3510, 35.0511,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201416, -00009, -00009,   26.0, 26.3454, 22.964, 26.3512, 35.0509,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201415, -00009, -00009,   26.1, 26.3447, 22.964, 26.3506, 35.0507,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201414, -00009, -00009,   25.9, 26.3440, 22.963, 26.3499, 35.0501,   -9.0, 35.0497,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201413, -00009, -00009,  100.0, 23.1431, 24.005, 23.1636, 35.1483,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201412, -00009, -00009,  100.0, 23.1104, 24.013, 23.1309, 35.1462,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201411, -00009, -00009,  100.1, 23.0707, 24.027, 23.0912, 35.1501,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201410, -00009, -00009,  100.1, 23.0634, 24.031, 23.0839, 35.1530,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201409, -00009, -00009,  100.1, 22.9079, 24.082, 22.9283, 35.1607,   -9.0, 35.1504,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201408, -00009, -00009,  150.6, 21.2437, 24.571, 21.2728, 35.1888,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201407, -00009, -00009,  150.3, 21.2295, 24.576, 21.2585, 35.1908,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201406, -00009, -00009,  150.3, 21.2019, 24.585, 21.2310, 35.1918,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201405, -00009, -00009,  150.2, 21.1957, 24.585, 21.2247, 35.1903,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201404, -00009, -00009,  150.3, 21.1605, 24.596, 21.1894, 35.1921,   -9.0, 35.1932,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201403, -00009, -00009,  150.3, 21.1605, 24.596, 21.1894, 35.1921,   -9.0, 35.1915,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201402, -00009, -00009, 1021.2,  3.9613, 27.363,  4.0390, 34.4633,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201401, -00009, -00009, 1021.2,  3.9616, 27.363,  4.0393, 34.4629,   -9.0, 34.4621,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201516, -00009, -00009,    5.4, 26.3513, 22.962, 26.3525, 35.0517,   -9.0, 35.0516,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201515, -00009, -00009,   25.3, 26.3574, 22.959, 26.3631, 35.0498,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201514, -00009, -00009,   44.9, 26.3338, 22.963, 26.3440, 35.0458,   -9.0, 35.0455,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201513, -00009, -00009,   60.1, 25.8517, 23.101, 25.8651, 35.0291,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201512, -00009, -00009,   74.1, 24.7923, 23.456, 24.8082, 35.0686,   -9.0, 35.0690,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201511, -00009, -00009,   89.3, 23.5372, 23.878, 23.5558, 35.1329,   -9.0, 35.1304,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201510, -00009, -00009,   99.6, 23.0644, 24.027, 23.0848, 35.1476,   -9.0, 35.1507,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201509, -00009, -00009,  109.5, 22.6928, 24.153, 22.7150, 35.1732,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201508, -00009, -00009,  124.7, 22.2104, 24.313, 22.2352, 35.2029,   -9.0, 35.2003,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201507, -00009, -00009,  134.7, 21.7242, 24.455, 21.7507, 35.2108,   -9.0, 35.2125,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201506, -00009, -00009,  149.9, 21.0878, 24.619, 21.1166, 35.1959,   -9.0, 35.1983,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201505, -00009, -00009,  174.8, 20.0903, 24.879, 20.1228, 35.1852,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201504, -00009, -00009,  450.2,  8.7777, 26.480,  8.8262, 34.1398,   -9.0, 34.1407,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201503, -00009, -00009,  450.2,  8.7777, 26.480,  8.8262, 34.1398,   -9.0, 34.1398,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201502, -00009, -00009,  450.3,  8.7426, 26.485,  8.7910, 34.1392,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201501, -00009, -00009, 1020.7,  3.9975, 27.355,  4.0754, 34.4575,   -9.0, 34.4583,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201621, -00009, -00009,   26.0, 26.3599, 22.955, 26.3657, 35.0462,   -9.0, 35.0441,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,    0.0,
0400201620, -00009, -00009,   58.9, 25.9951, 23.051, 26.0083, 35.0216,   -9.0, 35.0195,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,    1.5,
0400201619, -00009, -00009,   90.1, 23.3398, 23.944, 23.3584, 35.1432,   -9.0, 35.1416,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,    0.1,
0400201618, -00009, -00009,  100.2, 23.0378, 24.044, 23.0583, 35.1595,   -9.0, 35.1568,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,    0.7,
0400201617, -00009, -00009,  110.3, 22.8385, 24.108, 22.8610, 35.1688,   -9.0, 35.1682,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,    1.3,
0400201616, -00009, -00009,  114.7, 22.6791, 24.160, 22.7024, 35.1775,   -9.0, 35.1743,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   12.6,
0400201615, -00009, -00009,  119.8, 22.6019, 24.187, 22.6260, 35.1831,   -9.0, 35.1893,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   47.1,
0400201614, -00009, -00009,  125.0, 22.4542, 24.234, 22.4793, 35.1901,   -9.0, 35.1879,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   75.1,
0400201613, -00009, -00009,  130.4, 22.3416, 24.268, 22.3677, 35.1930,   -9.0, 35.1920,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   87.2,
0400201612, -00009, -00009,  135.2, 22.1583, 24.329, 22.1852, 35.2049,   -9.0, 35.2013,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   53.8,
0400201611, -00009, -00009,  139.5, 21.9972, 24.379, 22.0248, 35.2112,   -9.0, 35.2076,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   38.7,
0400201610, -00009, -00009,  145.4, 21.8300, 24.429, 21.8587, 35.2159,   -9.0, 35.2151,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   39.4,
0400201609, -00009, -00009,  152.0, 21.6504, 24.477, 21.6802, 35.2133,   -9.0, 35.2103,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   44.2,
0400201608, -00009, -00009,  154.3, 21.3874, 24.546, 21.4173, 35.2074,   -9.0, 35.2060,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   42.0,
0400201607, -00009, -00009,  162.4, 21.0400, 24.643, 21.0712, 35.2106,   -9.0, 35.2062,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   30.4,
0400201606, -00009, -00009,  172.8, 20.4717, 24.786, 20.5043, 35.1966,   -9.0, 35.1944,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   32.1,
0400201605, -00009, -00009,  193.8, 19.7486, 24.950, 19.7842, 35.1604,   -9.0, 35.1595,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   22.2,
0400201604, -00009, -00009,  501.6,  7.7525, 26.589,  7.8028, 34.0816,   -9.0, 34.0806,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201603, -00009, -00009, 1021.6,  3.9183, 27.372,  3.9957, 34.4686,   -9.0, 34.4676,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201602, -00009, -00009, 1021.6,  3.9183, 27.372,  3.9957, 34.4686,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0400201601, -00009, -00009, 1021.4,  3.9173, 27.372,  3.9947, 34.4685,   -9.0, 34.4695,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200124, -00009, -00009,    5.3, 26.4171, 22.966, 26.4182, 35.0844,  205.0, 35.0866,  203.5,    -9.0, -9.000,    -9,   0.06,   0.00,   0.82,   -9.0,
0410200123, -00009, -00009,   80.2, 25.0710, 23.358, 25.0884, 35.0510,  220.4, -9.0000,  218.2,    -9.0, -9.000,    -9,   0.06,   0.01,   0.93,   -9.0,
0410200122, -00009, -00009,  250.7, 15.2730, 25.619, 15.3114, 34.6201,  194.1, 34.6211,  196.7,    -9.0, -9.000,    -9,   0.48,   6.02,   5.65,   -9.0,
0410200121, -00009, -00009,  501.0,  6.8499, 26.686,  6.8967, 34.0444,  124.0, -9.0000,  121.5,    -9.0, -9.000,    -9,   2.06,  29.19,  49.07,   -9.0,
0410200120, -00009, -00009, 1400.7,  2.9468, 27.536,  3.0469, 34.5569,   62.3, 34.5576,   62.6,    -9.0, -9.000,    -9,   2.92,  40.95, 131.14,   -9.0,
0410200119, -00009, -00009, 1598.9,  2.5473, 27.592,  2.6593, 34.5826,   72.1, 34.5824,   71.3,    -9.0, -9.000,    -9,   2.91,  40.86, 140.04,   -9.0,
0410200118, -00009, -00009, 1800.6,  2.2297, 27.635,  2.3546, 34.6029,   78.0, 34.6042,   78.2,    -9.0, -9.000,    -9,   2.88,  40.61, 147.84,   -9.0,
0410200117, -00009, -00009, 2000.2,  1.9681, 27.670,  2.1062, 34.6203,   87.3, 34.6217,   87.7,    -9.0, -9.000,  2405,   2.83,  40.05, 153.80,   -9.0,
0410200116, -00009, -00009, 2200.7,  1.7656, 27.697,  1.9178, 34.6340,   96.0, 34.6362,   96.7,    -9.0, -9.000,    -9,   2.78,  39.57, 157.22,   -9.0,
0410200115, -00009, -00009, 2399.4,  1.6276, 27.716,  1.7950, 34.6453,  102.8, 34.6472,  103.2,    -9.0, -9.000,    -9,   2.75,  39.06, 159.93,   -9.0,
0410200114, -00009, -00009, 2600.2,  1.4987, 27.733,  1.6821, 34.6551,  109.7, 34.6557,  110.4,    -9.0, -9.000,    -9,   2.72,  38.71, 161.81,   -9.0,
0410200113, -00009, -00009, 2800.4,  1.4127, 27.745,  1.6130, 34.6618,  115.2, 34.6618,  116.3,    -9.0, -9.000,    -9,   2.69,  38.39, 162.52,   -9.0,
0410200112, -00009, -00009, 2995.9,  1.3517, 27.756,  1.5696, 34.6699,  123.3, 34.6698,  123.8,  2351.0, -9.000,  2417,   2.64,  37.88, 160.98,   -9.0,
0410200111, -00009, -00009, 3199.8,  1.2859, 27.764,  1.5225, 34.6743,   -9.0, -9.0000,  129.4,    -9.0, -9.000,    -9,   2.63,  37.60, 160.91,   -9.0,
0410200110, -00009, -00009, 3398.1,  1.2427, 27.770,  1.4985, 34.6783,  133.1, 34.6783,  134.5,    -9.0, -9.000,    -9,   2.59,  37.09, 159.36,   -9.0,
0410200109, -00009, -00009, 3599.7,  1.1951, 27.776,  1.4708, 34.6816,  138.4, 34.6814,  139.6,    -9.0, -9.000,    -9,   2.56,  36.96, 158.28,   -9.0,
0410200108, -00009, -00009, 3797.9,  1.1663, 27.780,  1.4624, 34.6841,  143.1, 34.6848,  143.3,    -9.0, -9.000,    -9,   2.54,  36.71, 156.77,   -9.0,
0410200107, -00009, -00009, 3999.6,  1.1443, 27.783,  1.4621, 34.6859,  147.0, 34.6848,  146.6,    -9.0, -9.000,  2414,   2.54,  36.50, 154.63,   -9.0,
0410200106, -00009, -00009, 4199.3,  1.1287, 27.785,  1.4686, 34.6874,  149.0, 34.6895,  148.7,    -9.0, -9.000,    -9,   2.50,  36.19, 153.48,   -9.0,
0410200105, -00009, -00009, 4297.5,  1.1216, 27.786,  1.4727, 34.6880,   -9.0, -9.0000,  149.9,    -9.0, -9.000,    -9,   2.50,  35.98, 152.99,   -9.0,
0410200104, -00009, -00009, 4397.7,  1.1154, 27.787,  1.4780, 34.6887,  151.5, 34.6887,  151.4,    -9.0, -9.000,    -9,   2.51,  36.03, 152.39,   -9.0,
0410200103, -00009, -00009, 4498.9,  1.1093, 27.788,  1.4837, 34.6893,  152.0, 34.6889,  151.7,  2329.2, -9.000,  2425,   2.50,  36.02, 151.92,   -9.0,
0410200102, -00009, -00009, 4599.5,  1.1045, 27.789,  1.4907, 34.6897,  153.6, 34.6889,  152.6,    -9.0, -9.000,    -9,   2.48,  35.82, 151.08,   -9.0,
0410200101, -00009, -00009, 4767.4,  1.1000, 27.790,  1.5065, 34.6902,  154.9, 34.6895,  153.5,    -9.0, -9.000,    -9,   2.48,  35.73, 150.55,   -9.0,
0410200224, -00009, -00009,    1.7, 26.6350, 22.892, 26.6354, 35.0769,  204.6, 35.0778,  203.7,    -9.0, -9.000,    -9,   0.06,   0.00,   0.71,   -9.0,
0410200223, -00009, -00009,    3.4, 26.6022, 22.903, 26.6030, 35.0779,  204.9, 35.0785,  203.7,    -9.0, -9.000,    -9,   0.04,   0.00,   0.55,   -9.0,
0410200222, -00009, -00009,   92.4, 22.6741, 24.087, 22.6928, 35.0795,  213.3, 35.0697,  212.9,    -9.0, -9.000,    -9,   0.09,   0.01,   0.79,   -9.0,
0410200221, -00009, -00009,  105.4, 22.2740, 24.255, 22.2951, 35.1502,  209.9, 35.1528,  206.0,    -9.0, -9.000,    -9,   0.10,   0.18,   0.99,   -9.0,
0410200220, -00009, -00009,  132.5, 21.1744, 24.559, 21.1999, 35.1485,  208.2, 35.1492,  201.2,    -9.0, -9.000,    -9,   0.14,   0.51,   1.24,   -9.0,
0410200219, -00009, -00009,  154.4, 20.9102, 24.642, 20.9397, 35.1625,  202.1, 35.1605,  198.2,    -9.0, -9.000,    -9,   0.16,   0.82,   1.30,   -9.0,
0410200218, -00009, -00009,  229.8, 16.5344, 25.408, 16.5716, 34.7182,  181.9, 34.7058,  183.7,    -9.0, -9.000,    -9,   0.50,   5.60,   4.38,   -9.0,
0410200217, -00009, -00009,  280.1, 13.8328, 25.792, 13.8729, 34.4436,  195.3, 34.4414,  192.5,    -9.0, -9.000,    -9,   0.66,   8.61,   7.55,   -9.0,
0410200216, -00009, -00009,  301.8, 12.6669, 25.938, 12.7077, 34.3281,  193.3, 34.3113,  193.1,    -9.0, -9.000,    -9,   0.83,  10.86,   9.99,   -9.0,
0410200215, -00009, -00009,  317.5, 12.0388, 26.013, 12.0803, 34.2679,  192.6, 34.2652,  192.7,    -9.0, -9.000,    -9,   0.91,  11.90,  10.99,   -9.0,
0410200214, -00009, -00009,  348.0, 10.3469, 26.235, 10.3882, 34.1574,  198.3, 34.1575,  189.4,    -9.0, -9.000,    -9,   1.16,  15.87,  16.86,   -9.0,
0410200213, -00009, -00009,  401.3,  8.5394, 26.475,  8.5817, 34.0871,  170.3, 34.0864,  172.9,    -9.0, -9.000,    -9,   1.53,  21.52,  29.12,   -9.0,
0410200212, -00009, -00009,  483.2,  6.6203, 26.719,  6.6646, 34.0467,  113.6, 34.0462,  110.5,    -9.0, -9.000,    -9,   2.23,  30.71,  52.45,   -9.0,
0410200211, -00009, -00009,  500.8,  6.5596, 26.728,  6.6053, 34.0481,  104.5, 34.0497,  101.7,    -9.0, -9.000,    -9,   2.29,  31.32,  53.94,   -9.0,
0410200210, -00009, -00009,  524.5,  6.3687, 26.757,  6.4159, 34.0523,  103.2, 34.0531,  106.9,    -9.0, -9.000,    -9,   2.34,  32.11,  56.65,   -9.0,
0410200209, -00009, -00009,  560.7,  5.8537, 26.836,  5.9022, 34.0697,   77.7, 34.0693,   79.7,    -9.0, -9.000,    -9,   2.54,  34.95,  65.79,   -9.0,
0410200208, -00009, -00009,  599.7,  5.5148, 26.911,  5.5652, 34.1125,   61.5, 34.1129,   59.3,    -9.0, -9.000,    -9,   2.73,  37.39,  73.63,   -9.0,
0410200207, -00009, -00009,  609.3,  5.3254, 26.930,  5.3758, 34.1078,   58.9, 34.1083,   57.9,    -9.0, -9.000,    -9,   2.74,  37.80,  76.38,   -9.0,
0410200206, -00009, -00009,  669.4,  5.1995, 27.039,  5.2546, 34.2263,   34.0, 34.2254,   33.7,    -9.0, -9.000,    -9,   2.95,  40.16,  83.75,   -9.0,
0410200205, -00009, -00009,  742.6,  4.8264, 27.171,  4.8861, 34.3393,   32.0, 34.3388,   30.9,    -9.0, -9.000,    -9,   3.01,  41.30,  92.88,   -9.0,
0410200204, -00009, -00009,  830.4,  4.3952, 27.274,  4.4598, 34.4086,   34.1, 34.4076,   33.2,    -9.0, -9.000,    -9,   3.04,  41.95, 102.24,   -9.0,
0410200203, -00009, -00009,  960.7,  4.0519, 27.364,  4.1252, 34.4766,   40.4, 34.4752,   40.0,    -9.0, -9.000,    -9,   3.04,  41.80, 108.44,   -9.0,
0410200202, -00009, -00009,  988.4,  3.9588, 27.383,  4.0337, 34.4879,   42.5, -9.0000,   42.1,    -9.0, -9.000,    -9,   3.04,  41.86, 110.22,   -9.0,
0410200201, -00009, -00009, 1201.4,  3.4045, 27.472,  3.4926, 34.5302,   52.4, 34.5309,   52.1,    -9.0, -9.000,    -9,   3.00,  41.67, 121.49,   -9.0,
0410200424, -00009, -00009,    2.8, 26.6888, 22.872, 26.6894, 35.0729,  204.5, 35.0716,  203.7,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200423, -00009, -00009,    6.5, 26.3869, 22.963, 26.3884, 35.0672,  203.0, 35.0652,  203.9,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200422, -00009, -00009,   10.4, 26.3589, 22.972, 26.3612, 35.0672,  202.1, 35.0661,  208.4,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200421, -00009, -00009,   15.4, 26.3489, 22.973, 26.3524, 35.0652,  202.2, 35.0646,  204.1,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200420, -00009, -00009,   20.4, 26.3450, 22.975, 26.3496, 35.0660,  202.3, -9.0000,  204.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200419, -00009, -00009,   25.3, 26.3439, 22.977, 26.3496, 35.0681,  202.7, 35.0681,  204.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200418, -00009, -00009,   30.4, 26.3437, 22.978, 26.3506, 35.0696,  203.1, 35.0703,  203.9,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200417, -00009, -00009,   40.6, 26.3244, 22.986, 26.3335, 35.0715,  203.2, 35.0726,  204.3,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200416, -00009, -00009,   45.4, 26.2268, 23.020, 26.2370, 35.0763,  204.5, 35.0730,  206.2,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200415, -00009, -00009,   50.4, 25.5841, 23.200, 25.5952, 35.0494,  212.2, 35.0577,  214.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200414, -00009, -00009,   60.4, 24.5127, 23.528, 24.5256, 35.0522,  222.9, 35.0431,  221.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200413, -00009, -00009,   76.4, 23.2455, 23.867, 23.2612, 35.0054,  217.5, 35.0016,  217.6,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200412, -00009, -00009,   91.6, 22.2545, 24.259, 22.2728, 35.1485,  207.4, 35.1477,  205.7,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200411, -00009, -00009,  100.8, 21.9250, 24.375, 21.9449, 35.1787,  203.5, -9.0000,  202.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0410200410, -00009, -00009,  105.7, 21.7816, 24.420, 21.8024, 35.1858,  202.0, 35.1831,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
