botid, date, time, press, temp, csal, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, ITS-90, PSS-78, umol/kg,  , ueq/kg, 
0010200312, 103188, 015704,    4.7, 26.2879, 35.2344,    -9.0, -9.000,    -9,
0010200311, 103188, 015529,   39.4, 26.1874, 35.2253,    -9.0, -9.000,    -9,
0010200310, 103188, 015401,   99.4, 21.7978, 35.2462,    -9.0, -9.000,    -9,
0010200309, 103188, 015220,  150.3, 19.4209, 35.0890,    -9.0, -9.000,    -9,
0010200308, 103188, 015059,  191.8, 17.7063, 34.9198,    -9.0, -9.000,    -9,
0010200307, 103188, 014953,  217.0, 16.5981, 34.7796,    -9.0, -9.000,    -9,
0010200306, 103188, 014757,  279.9, 13.2641, 34.3514,    -9.0, -9.000,    -9,
0010200305, 103188, 014557,  340.6, 10.7110, 34.1663,    -9.0, -9.000,    -9,
0010200304, 103188, 014257,  399.0,  8.8102, 34.0740,    -9.0, -9.000,    -9,
0010200303, 103188, 014021,  475.9,  7.3241, 34.0329,    -9.0, -9.000,    -9,
0010200302, 103188, 013504,  677.8,  4.8859, 34.2030,    -9.0, -9.000,    -9,
0010200301, 103188, 012221, 1013.7,  3.8603, 34.4873,    -9.0, -9.000,    -9,
0010200412, 103188, 051042,  542.6,  6.2357, 34.0372,    -9.0, -9.000,    -9,
0010200411, 103188, 045415,  998.9,  3.9149, 34.4758,    -9.0, -9.000,    -9,
0010200410, 103188, 045141, 1100.4,  3.6515, 34.5076,    -9.0, -9.000,    -9,
0010200409, 103188, 044907, 1202.3,  3.3967, 34.5347,    -9.0, -9.000,    -9,
0010200408, 103188, 044530, 1306.1,  3.1496, 34.5508,    -9.0, -9.000,    -9,
0010200407, 103188, 044244, 1407.9,  2.9414, 34.5640,    -9.0, -9.000,    -9,
0010200406, 103188, 043721, 1514.6,  2.7470, 34.5787,    -9.0, -9.000,    -9,
0010200405, 103188, 042643, 1708.2,  2.4007, 34.6004,    -9.0, -9.000,    -9,
0010200404, 103188, 042123, 1902.5,  2.1766, 34.6162,    -9.0, -9.000,    -9,
0010200403, 103188, 041636, 2094.0,  1.9914, 34.6290,    -9.0, -9.000,    -9,
0010200402, 103188, 041035, 2283.6,  1.8440, 34.6394,    -9.0, -9.000,    -9,
0010200401, 103188, 035732, 2498.3,  1.7263, 34.6500,    -9.0, -9.000,    -9,
0010200512, 103188, 092645, 2488.7,  1.7439, 34.6477,    -9.0, -9.000,    -9,
0010200511, 103188, 090459, 2680.5,  1.6422, 34.6583,    -9.0, -9.000,    -9,
0010200510, 103188, 090008, 2880.0,  1.5675, 34.6648,    -9.0, -9.000,    -9,
0010200509, 103188, 085203, 3067.6,  1.5285, 34.6698,    -9.0, -9.000,    -9,
0010200508, 103188, 084719, 3259.0,  1.4972, 34.6742,    -9.0, -9.000,    -9,
0010200507, 103188, 083848, 3451.5,  1.4763, 34.6779,    -9.0, -9.000,    -9,
0010200506, 103188, 083324, 3675.3,  1.4646, 34.6808,    -9.0, -9.000,    -9,
0010200505, 103188, 082849, 3877.7,  1.4616, 34.6829,    -9.0, -9.000,    -9,
0010200504, 103188, 082356, 4087.4,  1.4633, 34.6848,    -9.0, -9.000,    -9,
0010200503, 103188, 081901, 4267.2,  1.4717, 34.6859,    -9.0, -9.000,    -9,
0010200502, 103188, 081328, 4483.3,  1.4859, 34.6870,    -9.0, -9.000,    -9,
0010200501, 103188, 080157, 4705.8,  1.5061, 34.6875,    -9.0, -9.000,    -9,
0010200604, 103188, 125746,  516.8,  6.2735, 34.0322,    -9.0, -9.000,    -9,
0010200601, 103188, 124357, 1011.5,  3.9063, 34.4823,    -9.0, -9.000,    -9,
0010200705, 103188, 150832,   10.7, 26.2640, 35.1900,    -9.0, -9.000,    -9,
0010200704, 103188, 150658,   25.5, 26.2683, 35.1894,    -9.0, -9.000,    -9,
0010200703, 103188, 150517,   42.9, 26.2624, 35.1900,    -9.0, -9.000,    -9,
0010200702, 103188, 150335,   68.3, 23.6416, 35.1883,    -9.0, -9.000,    -9,
0010200701, 103188, 150129,  114.4, 21.5803, 35.1784,    -9.0, -9.000,    -9,
0010200808, -00009, -00009,    2.3, 26.2718, 35.1871,    -9.0, -9.000,    -9,
0010200807, -00009, -00009,  497.0,  6.7387, 33.9629,    -9.0, -9.000,    -9,
0010200806, -00009, -00009, 1013.1,  3.7982, 34.4218,    -9.0, -9.000,    -9,
0010200901, 103188, 192251,  995.0,  3.9286, 34.3755,    -9.0, -9.000,    -9,
0010201010, 110188, 063545,    4.1, 26.2626, 35.1480,    -9.0, -9.000,    -9,
0010201009, 110188, 063421,   19.8, 26.2655, 35.1350,    -9.0, -9.000,    -9,
0010201008, 110188, 063300,   38.8, 26.2417, 35.1332,    -9.0, -9.000,    -9,
0010201007, 110188, 063054,   68.6, 23.4053, 35.2510,    -9.0, -9.000,    -9,
0010201006, 110188, 062845,  117.6, 21.0355, 35.1837,    -9.0, -9.000,    -9,
0010201005, 110188, 062444,  304.9, 12.3498, 34.2341,    -9.0, -9.000,    -9,
0010201004, 110188, 061933,  506.1,  6.5988, 34.0008,    -9.0, -9.000,    -9,
0010201003, 110188, 061422,  753.3,  4.5226, 34.3110,    -9.0, -9.000,    -9,
0010201002, 110188, 060743, 1011.7,  3.8757, 34.4841,    -9.0, -9.000,    -9,
0010201001, 110188, 060705, 1011.5,  3.8784, 34.4842,    -9.0, -9.000,    -9,
0010201111, 110188, 120733,   16.6, 26.2706, 35.2632,    -9.0, -9.000,    -9,
0010201110, 110188, 120612,   36.5, 26.2833, 35.2337,    -9.0, -9.000,    -9,
0010201109, 110188, 120440,   56.4, 25.8320, 35.2712,    -9.0, -9.000,    -9,
0010201108, 110188, 120300,   77.8, 24.2782, 35.3049,    -9.0, -9.000,    -9,
0010201107, 110188, 120127,   97.8, 23.1146, 35.2926,    -9.0, -9.000,    -9,
0010201106, 110188, 120000,  117.3, 21.7271, 35.2829,    -9.0, -9.000,    -9,
0010201105, 110188, 115843,  137.8, 20.4543, 35.2583,    -9.0, -9.000,    -9,
0010201104, 110188, 115719,  157.7, 19.5230, 35.1679,    -9.0, -9.000,    -9,
0010201103, 110188, 115519,  181.8, 18.0922, 35.0481,    -9.0, -9.000,    -9,
0010201102, 110188, 115244,  204.2, 16.9728, 34.8896,    -9.0, -9.000,    -9,
0010201101, 110188, 115101,  228.8, 15.3846, 34.7011,    -9.0, -9.000,    -9,
0010201211, -00009, -00009,  273.5, 13.1562, 34.2754,    -9.0, -9.000,    -9,
0010201210, 110188, 134639,  303.8, 12.0680, 34.1498,    -9.0, -9.000,    -9,
0010201209, 110188, 134459,  354.5, 10.2480, 34.1345,    -9.0, -9.000,    -9,
0010201208, 110188, 134259,  405.3,  8.7508, 34.1146,    -9.0, -9.000,    -9,
0010201207, 110188, 134000,  505.4,  6.2245, 34.0639,    -9.0, -9.000,    -9,
0010201206, 110188, 133656,  602.9,  5.2896, 34.1216,    -9.0, -9.000,    -9,
0010201205, 110188, 133348,  705.7,  4.7982, 34.2580,    -9.0, -9.000,    -9,
0010201204, 110188, 132946,  805.2,  4.5410, 34.3517,    -9.0, -9.000,    -9,
0010201203, 110188, 132601,  906.4,  4.2947, 34.4383,    -9.0, -9.000,    -9,
0010201202, 110188, 132255, 1008.8,  4.0123, 34.4734,    -9.0, -9.000,    -9,
0010201305, 110188, 213534,    7.7, 26.2769, -9.0000,    -9.0, -9.000,    -9,
0010201304, 110188, 213102,   24.4, 26.2496, -9.0000,    -9.0, -9.000,    -9,
0010201303, 110188, 212612,   44.2, 26.2553, -9.0000,    -9.0, -9.000,    -9,
0010201302, 110188, 212052,   69.4, 26.0637, -9.0000,    -9.0, -9.000,    -9,
0010201311, -00009, -00009,  310.8, 11.8487, -9.0000,    -9.0, -9.000,    -9,
0010201310, 110188, 214035,  508.6,  6.4325, -9.0000,    -9.0, -9.000,    -9,
0010201309, 110188, 213945,  755.8,  4.6505, -9.0000,    -9.0, -9.000,    -9,
0010201308, 110188, 213842, 1007.2,  3.9612, -9.0000,    -9.0, -9.000,    -9,
0010201402, 110288, 000249,   11.8, 26.3370, 35.1802,    -9.0, -9.000,    -9,
0010201411, -00009, -00009,   11.7, 26.3434, 35.1758,    -9.0, -9.000,    -9,
0010201410, 110288, 002445,   52.9, 26.2473, 35.1737,    -9.0, -9.000,    -9,
0010201409, 110288, 002415,  117.3, 21.2662, 35.2196,    -9.0, -9.000,    -9,
0010201408, 110288, 002239,  115.8, 21.3620, 35.2177,    -9.0, -9.000,    -9,
0010201407, 110288, 002047,  368.4,  9.5140, 34.0971,    -9.0, -9.000,    -9,
0010201406, 110288, 001948,  493.7,  7.0530, 34.0281,    -9.0, -9.000,    -9,
0010201405, 110288, 001357,  692.3,  4.8168, 34.2156,    -9.0, -9.000,    -9,
0010201404, 110288, 001049,  836.7,  4.3988, 34.3846,    -9.0, -9.000,    -9,
0010201403, 110288, 000624, 1011.2,  3.9771, 34.4750,    -9.0, -9.000,    -9,
0010201510, -00009, -00009,    8.9, 26.3115, 35.1708,    -9.0, -9.000,    -9,
0010201509, 110288, 030628,   18.9, 26.2764, 35.1716,    -9.0, -9.000,    -9,
0010201508, 110288, 030508,   38.9, 26.2667, 35.1722,    -9.0, -9.000,    -9,
0010201507, 110288, 030304,   66.7, 23.9003, 35.2255,    -9.0, -9.000,    -9,
0010201506, 110288, 030137,  116.1, 20.9679, 35.1673,    -9.0, -9.000,    -9,
0010201505, 110288, 025918,  308.4, 11.9394, 34.2312,    -9.0, -9.000,    -9,
0010201504, 110288, 025441,  508.3,  6.7012, 34.0338,    -9.0, -9.000,    -9,
0010201503, 110288, 024945,  754.8,  4.4842, 34.3509,    -9.0, -9.000,    -9,
0010201502, 110288, 024424, 1008.5,  3.8858, 34.4865,    -9.0, -9.000,    -9,
0010201607, 110288, 065824,   10.0, 26.2832, 35.1818,    -9.0, -9.000,    -9,
0010201606, 110288, 065635,   82.5, 23.6680, 35.2382,    -9.0, -9.000,    -9,
0010201605, 110288, 065507,  132.5, 20.1342, 35.1301,    -9.0, -9.000,    -9,
0010201604, 110288, 065022,  354.9, 10.5154, 34.1457,    -9.0, -9.000,    -9,
0010201603, 110288, 064652,  520.0,  6.3086, 34.0336,    -9.0, -9.000,    -9,
0010201602, 110288, 064219,  710.4,  4.6734, 34.2882,    -9.0, -9.000,    -9,
0010201601, 110288, 063540, 1014.9,  3.8576, 34.4856,    -9.0, -9.000,    -9,
0010201707, 110288, 112239,   28.3, 26.2818, 35.1948,    -9.0, -9.000,    -9,
0010201706, 110288, 111212,  519.2,  6.2970, 34.0430,    -9.0, -9.000,    -9,
0010201705, 110288, 105709,  991.2,  4.0156, 34.4793,    -9.0, -9.000,    -9,
0010201704, 110288, 104137, 1451.7,  2.8408, 34.5795,    -9.0, -9.000,    -9,
0010201703, 110288, 102808, 1920.7,  2.1526, 34.6255,    -9.0, -9.000,    -9,
0010201702, 110288, 101449, 2308.2,  1.8350, 34.6465,    -9.0, -9.000,    -9,
0010201701, 110288, 100255, 2971.9,  1.5599, 34.6724,    -9.0, -9.000,    -9,
0020200211, 120288, 004616, 2603.2,  1.6770, 34.6504,    -9.0, -9.000,    -9,
0020200210, 120288, 003659, 2808.4,  1.5940, 34.6591,    -9.0, -9.000,    -9,
0020200209, 120288, 003223, 2990.6,  1.5412, 34.6656,    -9.0, -9.000,    -9,
0020200208, 120288, 002404, 3191.8,  1.4991, 34.6716,    -9.0, -9.000,    -9,
0020200207, 120288, 002008, 3390.4,  1.4712, 34.6758,    -9.0, -9.000,    -9,
0020200206, 120288, 001135, 3594.9,  1.4546, 34.6801,    -9.0, -9.000,    -9,
0020200205, 120288, 000716, 3797.6,  1.4478, 34.6829,    -9.0, -9.000,    -9,
0020200204, 120188, 235831, 3999.2,  1.4525, 34.6847,    -9.0, -9.000,    -9,
0020200203, 120188, 235414, 4200.3,  1.4613, 34.6859,    -9.0, -9.000,    -9,
0020200202, 120188, 234418, 4399.6,  1.4769, 34.6865,    -9.0, -9.000,    -9,
0020200201, 120188, 234108, 4505.0,  1.4872, 34.6867,    -9.0, -9.000,    -9,
0020200311, 120288, 045403,  695.3,  5.1870, 34.2246,    -9.0, -9.000,    -9,
0020200310, 120288, 044633,  755.2,  4.8231, 34.3075,    -9.0, -9.000,    -9,
0020200309, 120288, 044402,  839.6,  4.4346, 34.4007,    -9.0, -9.000,    -9,
0020200308, 120288, 043536,  990.0,  4.0249, 34.4717,    -9.0, -9.000,    -9,
0020200307, 120288, 043114, 1190.4,  3.5125, 34.5253,    -9.0, -9.000,    -9,
0020200306, 120288, 042238, 1391.9,  2.9702, 34.5530,    -9.0, -9.000,    -9,
0020200305, 120288, 041804, 1598.4,  2.6303, 34.5761,    -9.0, -9.000,    -9,
0020200304, 120288, 040928, 1807.8,  2.3010, 34.6014,    -9.0, -9.000,    -9,
0020200303, 120288, 040504, 1995.9,  2.0725, 34.6171,    -9.0, -9.000,    -9,
0020200302, 120288, 035617, 2207.1,  1.8861, 34.6318,    -9.0, -9.000,    -9,
0020200301, 120288, 035207, 2413.5,  1.7325, 34.6454,    -9.0, -9.000,    -9,
0020200411, 120288, 104126,   15.6, 25.7084, 34.9703,    -9.0, -9.000,    -9,
0020200410, 120288, 103231,   99.5, 23.2828, 35.0917,    -9.0, -9.000,    -9,
0020200409, 120288, 103002,  136.4, 21.4463, 35.1840,    -9.0, -9.000,    -9,
0020200408, 120288, 102305,  173.3, 19.9543, 35.1129,    -9.0, -9.000,    -9,
0020200407, 120288, 102024,  238.0, 16.4576, 34.7614,    -9.0, -9.000,    -9,
0020200406, 120288, 101056,  322.5, 11.8603, 34.2286,    -9.0, -9.000,    -9,
0020200405, 120288, 100813,  433.3,  8.9436, 34.0735,    -9.0, -9.000,    -9,
0020200404, 120288, 100019,  494.5,  7.5364, 34.0341,    -9.0, -9.000,    -9,
0020200403, 120288, 095807,  526.2,  7.1910, 34.0324,    -9.0, -9.000,    -9,
0020200402, 120288, 095049,  575.0,  6.1214, 34.0344,    -9.0, -9.000,    -9,
0020200401, 120288, 094834,  637.8,  5.4555, 34.1481,    -9.0, -9.000,    -9,
0020200510, 120288, 142015,    1.5, 25.6144, 34.9858,  1958.1, -9.000,    -9,
0020200509, 120288, 141852,   21.2, 25.6120, 34.9874,  1961.1, -9.000,    -9,
0020200508, 120288, 141745,   46.2, 25.5971, 34.9908,  1955.2, -9.000,    -9,
0020200507, 120288, 141647,   71.1, 25.4668, 34.9960,  1960.0, -9.000,    -9,
0020200506, 120288, 141521,   97.9, 23.5648, 35.0740,    -9.0, -9.000,    -9,
0020200505, 120288, 141354,  122.9, 22.3977, 35.1547,  2007.2, -9.000,    -9,
0020200504, 120288, 141204,  148.6, 21.1397, 35.1535,  2028.0, -9.000,    -9,
0020200503, 120288, 140959,  177.6, 19.8832, 35.1512,  2034.9, -9.000,    -9,
0020200502, 120288, 140254,  556.8,  6.4295, 34.0456,    -9.0, -9.000,    -9,
0020200501, 120288, 135442, 1013.9,  3.9231, 34.4781,    -9.0, -9.000,    -9,
0020200604, 120288, 170444,    2.1, 25.6140, 34.9846,    -9.0, -9.000,    -9,
0020200603, 120288, 170324,   24.1, 25.5838, 34.9941,    -9.0, -9.000,    -9,
0020200602, 120288, 170020,  162.0, 20.6601, 35.1608,    -9.0, -9.000,    -9,
0020200601, 120288, 165234,  550.8,  6.1632, 34.0765,    -9.0, -9.000,    -9,
0020200711, 120288, 195217,    0.9, 25.6171, 34.9834,  1956.2, -9.000,    -9,
0020200710, 120288, 195030,   26.1, 25.5580, 34.9895,  1958.2, -9.000,    -9,
0020200709, 120288, 194930,   46.2, 25.5274, 34.9902,    -9.0, -9.000,    -9,
0020200708, 120288, 194812,   71.9, 25.4115, 35.0044,    -9.0, -9.000,    -9,
0020200707, 120288, 194653,   97.8, 24.1513, 35.0467,    -9.0, -9.000,    -9,
0020200706, 120288, 194535,  122.6, 22.7780, 35.1213,    -9.0, -9.000,    -9,
0020200705, 120288, 194418,  150.6, 21.4127, 35.1576,    -9.0, -9.000,    -9,
0020200704, 120288, 194308,  173.6, 20.4001, 35.1460,    -9.0, -9.000,    -9,
0020200703, 120288, 194005,  259.6, 15.5274, 34.6247,    -9.0, -9.000,    -9,
0020200702, 120288, 193523,  499.0,  7.3612, 34.1032,    -9.0, -9.000,    -9,
0020200701, 120288, 193041,  747.9,  4.8560, 34.2964,    -9.0, -9.000,    -9,
0020200811, 120288, 225346,    1.6, 25.6601, 34.9833,  1961.1, -9.000,    -9,
0020200810, 120288, 225240,   16.2, 25.6166, 34.9839,    -9.0, -9.000,    -9,
0020200809, 120288, 225126,   37.8, 25.6044, 34.9863,    -9.0, -9.000,    -9,
0020200808, 120288, 225026,   57.9, 25.4601, 35.0007,    -9.0, -9.000,    -9,
0020200807, 120288, 224941,   79.2, 24.6345, 35.0122,    -9.0, -9.000,    -9,
0020200806, 120288, 224846,   98.9, 23.0035, 35.1029,    -9.0, -9.000,    -9,
0020200805, 120288, 224756,  119.7, 22.0435, 35.1664,    -9.0, -9.000,    -9,
0020200804, 120288, 224703,  139.8, 21.2280, 35.1460,    -9.0, -9.000,    -9,
0020200803, 120288, 224558,  161.5, 20.3669, 35.1563,    -9.0, -9.000,    -9,
0020200802, 120288, 224503,  181.1, 19.6735, 35.1233,    -9.0, -9.000,    -9,
0020200801, 120288, 224256,  258.5, 15.4040, 34.6053,  2050.5, -9.000,    -9,
0020200911, 120388, 014057,  277.2, 14.2882, 34.4702,    -9.0, -9.000,    -9,
0020200910, 120388, 013955,  303.3, 12.9431, 34.3254,    -9.0, -9.000,    -9,
0020200909, 120388, 013848,  354.9, 11.1464, 34.1931,    -9.0, -9.000,    -9,
0020200908, 120388, 013730,  404.1,  9.8108, 34.1443,    -9.0, -9.000,    -9,
0020200907, 120388, 013524,  506.6,  7.2884, 34.0642,    -9.0, -9.000,    -9,
0020200906, 120388, 013336,  605.6,  6.0118, 34.1358,    -9.0, -9.000,    -9,
0020200905, 120388, 013156,  705.7,  5.0859, 34.2527,    -9.0, -9.000,    -9,
0020200904, 120388, 013012,  805.9,  4.5735, 34.3412,    -9.0, -9.000,    -9,
0020200903, 120388, 012819,  905.7,  4.2604, 34.4384,    -9.0, -9.000,    -9,
0020200902, 120388, 012621, 1005.7,  3.9177, 34.4744,    -9.0, -9.000,    -9,
0020200901, 120388, 012606, 1005.9,  3.9167, 34.4739,  2351.8, -9.000,    -9,
0020201011, 120388, 044947,    2.1, 25.7462, 34.9653,    -9.0, -9.000,    -9,
0020201010, 120388, 044857,    5.9, 25.7525, 34.9652,    -9.0, -9.000,    -9,
0020201009, 120388, 044659,   22.8, 25.7021, 34.9678,    -9.0, -9.000,    -9,
0020201008, 120388, 044600,   48.6, 25.6577, 34.9745,    -9.0, -9.000,    -9,
0020201007, 120388, 044507,   73.0, 24.9854, 34.9983,    -9.0, -9.000,    -9,
0020201006, 120388, 044413,   98.2, 23.7401, 35.1073,    -9.0, -9.000,    -9,
0020201005, 120388, 044304,  126.0, 21.9425, 35.1598,    -9.0, -9.000,    -9,
0020201004, 120388, 044153,  152.7, 20.3735, 35.1769,    -9.0, -9.000,    -9,
0020201003, 120388, 044034,  177.4, 19.1747, 35.0760,    -9.0, -9.000,    -9,
0020201002, 120388, 043459,  454.5,  8.3971, 34.0994,    -9.0, -9.000,    -9,
0020201001, 120388, 042447, 1005.4,  3.9846, 34.4769,    -9.0, -9.000,    -9,
0020201111, 120388, 075333,    1.8, 25.7229, 34.9825,    -9.0, -9.000,    -9,
0020201110, 120388, 075138,   20.6, 25.6521, 34.9827,    -9.0, -9.000,    -9,
0020201109, 120388, 074806,   46.6, 25.6432, 34.9860,    -9.0, -9.000,    -9,
0020201108, 120388, 074634,   73.5, 25.4890, 34.9865,    -9.0, -9.000,    -9,
0020201107, 120388, 074515,   99.4, 23.8381, 35.0523,    -9.0, -9.000,    -9,
0020201106, 120388, 074358,  125.0, 22.0939, 35.1588,    -9.0, -9.000,    -9,
0020201105, 120388, 074253,  150.1, 21.2247, 35.1914,    -9.0, -9.000,    -9,
0020201104, 120388, 074135,  176.3, 19.5932, 35.1065,    -9.0, -9.000,    -9,
0020201103, 120388, 073921,  251.3, 15.5997, 34.6335,    -9.0, -9.000,    -9,
0020201102, 120388, 073739,  304.0, 13.2195, 34.3561,    -9.0, -9.000,    -9,
0020201101, 120388, 073314,  506.5,  7.5670, 34.1037,    -9.0, -9.000,    -9,
0020201205, 120388, 105100,   11.5, 25.6951, 34.9987,    -9.0, -9.000,    -9,
0020201204, 120388, 104705,  152.2, 21.6619, 35.1589,    -9.0, -9.000,    -9,
0020201203, 120388, 103824,  557.5,  6.5579, 34.0951,    -9.0, -9.000,    -9,
0020201202, 120388, 103347,  755.5,  4.8547, 34.2934,    -9.0, -9.000,    -9,
0020201201, 120388, 102734, 1006.4,  3.9867, 34.4689,    -9.0, -9.000,    -9,
0020201311, 120388, 135443,    1.7, 25.6663, 34.9723,    -9.0, -9.000,    -9,
0020201310, 120388, 135335,   21.4, 25.6623, 34.9748,    -9.0, -9.000,    -9,
0020201309, 120388, 135225,   46.1, 25.6514, 34.9913,    -9.0, -9.000,    -9,
0020201308, 120388, 135111,   72.3, 24.3089, 35.0239,    -9.0, -9.000,    -9,
0020201307, 120388, 135000,   96.9, 23.4025, 35.1068,    -9.0, -9.000,    -9,
0020201306, 120388, 134846,  124.1, 22.1991, 35.1483,    -9.0, -9.000,    -9,
0020201305, 120388, 134730,  148.8, 21.4061, 35.1639,    -9.0, -9.000,    -9,
0020201304, 120388, 134558,  175.6, 19.9551, 35.1673,    -9.0, -9.000,    -9,
0020201303, 120388, 134230,  302.9, 12.7015, 34.3049,    -9.0, -9.000,    -9,
0020201302, 120388, 133723,  499.1,  7.8818, 34.1023,    -9.0, -9.000,    -9,
0020201301, 120388, 132700, 1027.6,  3.9580, 34.4806,    -9.0, -9.000,    -9,
0020201404, 120388, 164401,   32.6, 25.6519, 35.0031,    -9.0, -9.000,    -9,
0020201403, 120388, 164122,  159.4, 20.8448, 35.1920,    -9.0, -9.000,    -9,
0020201402, 120388, 164001,  208.2, 17.8189, 34.9292,    -9.0, -9.000,    -9,
0020201401, 120388, 163502,  495.2,  7.3079, 34.0785,    -9.0, -9.000,    -9,
0020201511, 120388, 194714,    1.6, 25.6492, 34.9795,    -9.0, -9.000,    -9,
0020201510, 120388, 194554,   21.6, 25.6437, 34.9801,    -9.0, -9.000,    -9,
0020201509, 120388, 194453,   46.4, 25.5414, 34.9928,    -9.0, -9.000,    -9,
0020201508, 120388, 194342,   72.1, 24.9616, 35.0094,    -9.0, -9.000,    -9,
0020201507, 120388, 194222,   97.9, 23.4095, 35.1034,    -9.0, -9.000,    -9,
0020201506, 120388, 194103,  125.8, 22.4511, 35.1359,    -9.0, -9.000,    -9,
0020201505, 120388, 193945,  151.1, 21.3547, 35.1585,    -9.0, -9.000,    -9,
0020201504, 120388, 193850,  176.9, 19.8846, 35.1407,    -9.0, -9.000,    -9,
0020201503, 120388, 193554,  303.9, 12.7005, 34.2971,    -9.0, -9.000,    -9,
0020201502, 120388, 193102,  543.1,  6.3463, 34.0559,    -9.0, -9.000,    -9,
0020201501, 120388, 192254, 1021.6,  3.8830, 34.4824,    -9.0, -9.000,    -9,
0020201607, 120388, 225007,   19.3, 25.6453, 34.9893,    -9.0, -9.000,    -9,
0020201606, 120388, 224454,  302.8, 13.0870, 34.3366,    -9.0, -9.000,    -9,
0020201605, 120388, 224242,  404.6,  9.2603, 34.1050,    -9.0, -9.000,    -9,
0020201604, 120388, 224035,  504.2,  7.3670, 34.1021,    -9.0, -9.000,    -9,
0020201603, 120388, 223732,  605.2,  5.6267, 34.0728,    -9.0, -9.000,    -9,
0020201602, 120388, 223446,  754.1,  4.8752, 34.2966,    -9.0, -9.000,    -9,
0020201601, 120388, 223008, 1005.3,  3.9729, 34.4798,    -9.0, -9.000,    -9,
0020201803, 120488, 012727,   23.1, 25.6613, 34.9860,    -9.0, -9.000,    -9,
0020201802, 120488, 012450,  141.8, 21.4330, 35.1626,    -9.0, -9.000,    -9,
0020201801, 120488, 011701,  538.6,  6.8645, 34.0425,    -9.0, -9.000,    -9,
0020201903, 120488, 024920,   17.4, 25.6708, 34.9795,    -9.0, -9.000,    -9,
0020201902, 120488, 024549,  138.8, 21.6790, 35.1714,    -9.0, -9.000,    -9,
0020201901, 120488, 023657,  605.5,  6.0570, 34.0968,    -9.0, -9.000,    -9,
0020202003, -00009, -00009,   17.6, 25.6579, 34.9855,    -9.0, -9.000,    -9,
0020202002, -00009, -00009,  140.0, 21.4187, 35.1536,    -9.0, -9.000,    -9,
0020202001, -00009, -00009,  507.4,  7.5240, 34.1061,    -9.0, -9.000,    -9,
0020202103, -00009, -00009,   25.3, 25.6639, 34.9955,    -9.0, -9.000,    -9,
0020202102, -00009, -00009,  144.0, 20.8669, 35.1409,    -9.0, -9.000,    -9,
0020202101, -00009, -00009,  507.3,  7.4370, 34.1123,    -9.0, -9.000,    -9,
0020202203, -00009, -00009,   21.2, 25.6611, 34.9964,    -9.0, -9.000,    -9,
0020202202, -00009, -00009,  140.9, 20.8918, 35.1482,    -9.0, -9.000,    -9,
0020202201, -00009, -00009,  403.9,  9.4546, 34.1139,    -9.0, -9.000,    -9,
0020202303, -00009, -00009,   21.4, 25.6422, 34.9879,    -9.0, -9.000,    -9,
0020202302, -00009, -00009,  150.4, 20.0972, 35.1462,    -9.0, -9.000,    -9,
0020202301, -00009, -00009,  480.0,  7.9014, 34.0981,    -9.0, -9.000,    -9,
0020202403, -00009, -00009,   15.4, 25.6424, 34.9844,    -9.0, -9.000,    -9,
0020202402, -00009, -00009,  140.7, 21.8887, 35.1729,    -9.0, -9.000,    -9,
0020202401, -00009, -00009,  403.3,  9.5261, 34.1183,    -9.0, -9.000,    -9,
0020202503, -00009, -00009,   17.9, 25.7200, 34.9705,    -9.0, -9.000,    -9,
0020202502, -00009, -00009,  140.5, 21.7718, 35.1707,    -9.0, -9.000,    -9,
0020202501, -00009, -00009,  493.3,  7.8489, 34.0665,    -9.0, -9.000,    -9,
0020202603, -00009, -00009,   31.4, 25.7264, 35.0262,    -9.0, -9.000,    -9,
0020202602, -00009, -00009,  160.6, 21.1105, 35.1777,    -9.0, -9.000,    -9,
0020202601, -00009, -00009,  493.6,  8.1298, 34.1051,    -9.0, -9.000,    -9,
0020202703, -00009, -00009,   25.8, 25.6794, 35.0173,    -9.0, -9.000,    -9,
0020202702, -00009, -00009,  158.3, 21.1693, 35.1913,    -9.0, -9.000,    -9,
0020202701, -00009, -00009,  492.4,  7.9537, 34.1045,    -9.0, -9.000,    -9,
0020202802, -00009, -00009,  159.2, 21.1115, 35.1457,    -9.0, -9.000,    -9,
0020202801, -00009, -00009,  494.9,  7.8967, 34.1089,    -9.0, -9.000,    -9,
0020202903, -00009, -00009,   31.9, 25.6729, 35.0365,    -9.0, -9.000,    -9,
0020202902, -00009, -00009,  160.7, 20.8355, 35.1379,    -9.0, -9.000,    -9,
0020202901, -00009, -00009,  496.6,  7.9438, 34.0775,    -9.0, -9.000,    -9,
0020203003, -00009, -00009,   32.6, 25.6521, 35.0144,    -9.0, -9.000,    -9,
0020203002, -00009, -00009,  160.9, 21.3768, 35.1699,    -9.0, -9.000,    -9,
0020203001, -00009, -00009,  495.4,  7.8336, 34.0576,    -9.0, -9.000,    -9,
0020203103, -00009, -00009,   31.9, 25.6207, 34.9899,    -9.0, -9.000,    -9,
0020203102, -00009, -00009,  159.3, 21.2405, 35.1605,    -9.0, -9.000,    -9,
0020203101, -00009, -00009,  495.7,  7.2760, 34.0753,    -9.0, -9.000,    -9,
0030200112, 010889, 031031, 2396.7,  1.7916, 34.6407,  2364.4, -9.000,  2424,
