botid, date, time, press, temp, csal, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, ITS-90, PSS-78, umol/kg,  , ueq/kg, 
0780200609, 121196, 091743,  125.0, 21.3354, 35.1031,  2013.7,  8.036,  2299,
0780200608, 121196, 091611,  135.4, 20.7362, 35.0940,  2021.5,  8.026,  2304,
0780200607, 121196, 091445,  149.4, 19.8318, 35.0659,  2031.3,  8.006,  2296,
0780200606, 121196, 091331,  159.9, 19.0249, 35.0127,  2036.8,  7.991,  2297,
0780200605, 121196, 091213,  174.7, 18.2469, 34.9364,  2037.4,  7.976,  2291,
0780200604, 121196, 091055,  183.8, 17.7373, 34.8778,  2041.1,  7.966,  2283,
0780200603, 121196, 090913,  199.9, 17.0953, 34.8087,  2044.5,  7.953,  2282,
0780200602, 121196, 090151,  502.9,  6.9993, 34.0547,    -9.0, -9.000,    -9,
0780200601, 121196, 085025, 1018.4,  4.0010, 34.4907,    -9.0, -9.000,    -9,
0780200712, 121196, 121110,    4.3, 24.2153, 34.9648,    -9.0, -9.000,    -9,
0780200711, 121196, 120932,   24.7, 24.2249, 34.9642,    -9.0, -9.000,    -9,
0780200710, 121196, 120828,   45.1, 24.2334, 34.9634,    -9.0, -9.000,    -9,
0780200709, 121196, 120704,   74.0, 24.2345, 34.9632,    -9.0, -9.000,    -9,
0780200708, 121196, 120556,   99.2, 22.5503, 35.0938,    -9.0, -9.000,    -9,
0780200707, 121196, 120432,  123.6, 21.0063, 35.0999,    -9.0, -9.000,    -9,
0780200706, 121196, 120300,  148.8, 19.5453, 35.0535,    -9.0, -9.000,    -9,
0780200705, 121196, 120048,  207.9, 17.2897, 34.8303,    -9.0,  7.955,    -9,
0780200704, 121196, 115916,  224.8, 16.6944, 34.7602,    -9.0,  7.941,    -9,
0780200703, 121196, 115728,  275.6, 14.3037, 34.4863,    -9.0,  7.889,    -9,
0780200702, 121196, 115218,  499.5,  7.0798, 34.0547,    -9.0, -9.000,    -9,
0780200701, 121196, 114212, 1022.1,  4.0702, 34.4834,    -9.0,  7.385,    -9,
0780200820, 121196, 150051,    4.7, 24.2240, 34.9703,    -9.0, -9.000,    -9,
0780200819, 121196, 150047,    4.6, 24.2247, 34.9701,    -9.0, -9.000,    -9,
0780200818, 121196, 150041,    4.8, 24.2247, 34.9701,    -9.0, -9.000,    -9,
0780200817, 121196, 150037,    4.7, 24.2237, 34.9703,    -9.0, -9.000,    -9,
0780200816, 121196, 150033,    4.7, 24.2232, 34.9701,    -9.0, -9.000,    -9,
0780200815, 121196, 150029,    4.7, 24.2228, 34.9702,    -9.0, -9.000,    -9,
0780200814, 121196, 150025,    4.7, 24.2230, 34.9702,    -9.0, -9.000,    -9,
0780200813, 121196, 150021,    4.7, 24.2230, 34.9702,    -9.0, -9.000,    -9,
0780200812, 121196, 145947,    4.8, 24.2262, 34.9698,    -9.0, -9.000,    -9,
0780200811, 121196, 145943,    4.8, 24.2261, 34.9698,    -9.0, -9.000,    -9,
0780200810, 121196, 145939,    4.8, 24.2260, 34.9698,    -9.0, -9.000,    -9,
0780200809, 121196, 145817,   24.8, 24.2353, 34.9691,    -9.0, -9.000,    -9,
0780200808, 121196, 145711,   44.3, 24.2393, 34.9686,    -9.0, -9.000,    -9,
0780200807, 121196, 145547,   74.6, 24.2431, 34.9682,    -9.0, -9.000,    -9,
0780200806, 121196, 145407,   99.8, 22.6183, 35.0972,    -9.0, -9.000,    -9,
0780200805, 121196, 145311,  109.7, 22.0671, 35.1057,    -9.0, -9.000,    -9,
0780200804, 121196, 145213,  125.1, 21.1894, 35.0890,    -9.0, -9.000,    -9,
0780200803, 121196, 145059,  149.9, 19.7797, 35.0608,    -9.0, -9.000,    -9,
0780200802, 121196, 144339,  521.7,  6.8972, 34.0561,    -9.0, -9.000,    -9,
0780200801, 121196, 143352, 1020.8,  4.0189, 34.4903,    -9.0, -9.000,    -9,
0780200924, 121196, 180436,    2.1, 24.2249, 34.9734,    -9.0, -9.000,    -9,
0780200923, 121196, 180348,    4.8, 24.2253, 34.9735,    -9.0, -9.000,    -9,
0780200922, 121196, 180306,    9.7, 24.2287, 34.9733,    -9.0, -9.000,    -9,
0780200921, 121196, 180210,   14.3, 24.2207, 34.9736,    -9.0, -9.000,    -9,
0780200920, 121196, 180126,   20.2, 24.2293, 34.9732,    -9.0, -9.000,    -9,
0780200919, 121196, 180044,   24.5, 24.2302, 34.9732,    -9.0, -9.000,    -9,
0780200918, 121196, 175952,   30.0, 24.2243, 34.9733,    -9.0, -9.000,    -9,
0780200917, 121196, 175912,   34.0, 24.2353, 34.9727,    -9.0, -9.000,    -9,
0780200916, 121196, 175834,   39.5, 24.2322, 34.9727,    -9.0, -9.000,    -9,
0780200915, 121196, 175742,   44.4, 24.2359, 34.9725,    -9.0, -9.000,    -9,
0780200914, 121196, 175708,   49.5, 24.2369, 34.9723,    -9.0, -9.000,    -9,
0780200913, 121196, 175616,   54.1, 24.2407, 34.9723,    -9.0, -9.000,    -9,
0780200912, 121196, 175518,   64.5, 24.2423, 34.9717,    -9.0, -9.000,    -9,
0780200911, 121196, 175420,   74.6, 24.2426, 34.9717,    -9.0, -9.000,    -9,
0780200910, 121196, 175314,   84.4, 24.2442, 34.9711,    -9.0, -9.000,    -9,
0780200909, 121196, 175218,   94.4, 24.2253, 34.9723,    -9.0, -9.000,    -9,
0780200908, 121196, 175125,  104.2, 22.9884, 35.0686,    -9.0, -9.000,    -9,
0780200907, 121196, 175030,  115.1, 21.3580, 35.0927,    -9.0, -9.000,    -9,
0780200906, 121196, 174940,  124.5, 20.8827, 35.0992,    -9.0, -9.000,    -9,
0780200905, 121196, 174822,  149.2, 19.4610, 35.0473,    -9.0, -9.000,    -9,
0780200904, 121196, 174700,  175.6, 18.8596, 34.9980,    -9.0, -9.000,    -9,
0780200903, 121196, 174454,  249.5, 15.8099, 34.6480,    -9.0, -9.000,    -9,
0780200902, 121196, 173914,  521.3,  6.8804, 34.0567,    -9.0, -9.000,    -9,
0780200901, 121196, 172935, 1021.6,  4.0272, 34.4869,    -9.0, -9.000,    -9,
0780201015, 121196, 205250,    4.9, 24.2272, 34.9697,    -9.0, -9.000,    -9,
0780201014, 121196, 205152,   24.5, 24.2270, 34.9683,    -9.0, -9.000,    -9,
0780201013, 121196, 205054,   45.2, 24.2284, 34.9679,    -9.0, -9.000,    -9,
0780201012, 121196, 204948,   74.5, 24.2259, 34.9681,    -9.0, -9.000,    -9,
0780201011, 121196, 204840,   99.8, 21.5850, 35.0977,    -9.0, -9.000,    -9,
0780201010, 121196, 204726,  125.8, 20.2165, 35.0911,    -9.0, -9.000,    -9,
0780201009, 121196, 204612,  150.1, 19.1523, 35.0226,    -9.0, -9.000,    -9,
0780201008, 121196, 204500,  175.9, 18.0621, 34.9157,    -9.0, -9.000,    -9,
0780201007, 121196, 204302,  250.1, 14.2325, 34.4707,    -9.0, -9.000,    -9,
0780201006, 121196, 203818,  500.8,  7.3930, 34.0549,    -9.0, -9.000,    -9,
0780201005, 121196, 203336,  751.3,  4.7260, 34.2677,    -9.0, -9.000,    -9,
0780201004, 121196, 202808, 1019.8,  4.0162, 34.4906,    -9.0, -9.000,    -9,
0780201003, 121196, 202802, 1019.7,  4.0176, 34.4903,    -9.0, -9.000,    -9,
0780201002, 121196, 202758, 1019.7,  4.0173, 34.4904,    -9.0, -9.000,    -9,
0780201001, 121196, 202752, 1019.6,  4.0176, 34.4904,    -9.0, -9.000,    -9,
0780201112, 121196, 235432,    4.2, 24.2420, 34.9751,    -9.0, -9.000,    -9,
0780201111, 121196, 235316,   24.7, 24.2445, 34.9740,    -9.0, -9.000,    -9,
0780201110, 121196, 235208,   44.5, 24.2453, 34.9730,    -9.0, -9.000,    -9,
0780201109, 121196, 235030,   74.4, 24.2381, 34.9712,    -9.0, -9.000,    -9,
0780201108, 121196, 234912,   99.3, 22.2974, 35.1027,    -9.0, -9.000,    -9,
0780201107, 121196, 234722,  124.3, 20.9608, 35.1013,    -9.0, -9.000,    -9,
0780201106, 121196, 234550,  150.0, 20.1890, 35.0899,    -9.0, -9.000,    -9,
0780201105, 121196, 234422,  176.3, 18.6914, 34.9814,    -9.0, -9.000,    -9,
0780201104, 121196, 234206,  251.0, 15.0572, 34.5623,    -9.0, -9.000,    -9,
0780201103, 121196, 233646,  499.8,  7.1807, 34.0547,    -9.0, -9.000,    -9,
0780201102, 121196, 233112,  750.7,  4.5665, 34.3073,    -9.0, -9.000,    -9,
0780201101, 121196, 232528, 1020.3,  3.9989, 34.4930,    -9.0, -9.000,    -9,
0780201224, 121296, 030158,    1.7, 24.2336, 34.9766,    -9.0, -9.000,    -9,
0780201223, 121296, 030104,    4.0, 24.2271, 34.9767,    -9.0, -9.000,    -9,
0780201222, 121296, 030010,    9.3, 24.2327, 34.9767,    -9.0, -9.000,    -9,
0780201221, 121296, 025908,   14.8, 24.2367, 34.9764,    -9.0, -9.000,    -9,
0780201220, 121296, 025808,   18.8, 24.2340, 34.9766,    -9.0, -9.000,    -9,
0780201219, 121296, 025722,   24.0, 24.2428, 34.9766,    -9.0, -9.000,    -9,
0780201218, 121296, 025634,   29.9, 24.2441, 34.9756,    -9.0, -9.000,    -9,
0780201217, 121296, 025538,   34.3, 24.2453, 34.9755,    -9.0, -9.000,    -9,
0780201216, 121296, 025448,   39.3, 24.2396, 34.9761,    -9.0, -9.000,    -9,
0780201215, 121296, 025344,   45.0, 24.2464, 34.9750,    -9.0, -9.000,    -9,
0780201214, 121296, 025250,   49.4, 24.2452, 34.9741,    -9.0, -9.000,    -9,
0780201213, 121296, 025144,   53.9, 24.2492, 34.9749,    -9.0, -9.000,    -9,
0780201212, 121296, 025038,   64.6, 24.2529, 34.9743,    -9.0, -9.000,    -9,
0780201211, 121296, 024948,   75.4, 24.2506, 34.9726,    -9.0, -9.000,    -9,
0780201210, 121296, 024854,   85.0, 24.2463, 34.9720,    -9.0, -9.000,    -9,
0780201209, 121296, 024756,   95.1, 24.2384, 34.9720,    -9.0, -9.000,    -9,
0780201208, 121296, 024658,  105.6, 23.8752, 35.0030,    -9.0, -9.000,    -9,
0780201207, 121296, 024602,  113.5, 22.6648, 35.0968,    -9.0, -9.000,    -9,
0780201206, 121296, 024454,  122.9, 22.0838, 35.0918,    -9.0, -9.000,    -9,
0780201205, 121296, 024342,  149.5, 21.0462, 35.0968,    -9.0, -9.000,    -9,
0780201204, 121296, 024214,  177.0, 19.6297, 35.0571,    -9.0, -9.000,    -9,
0780201203, 121296, 023958,  254.0, 15.3765, 34.5972,    -9.0, -9.000,    -9,
0780201202, 121296, 023428,  500.9,  7.2655, 34.0575,    -9.0, -9.000,    -9,
0780201201, 121296, 022450, 1021.1,  3.9955, 34.4934,    -9.0, -9.000,    -9,
0780201317, 121296, 055406,    4.7, 24.2021, 34.9727,    -9.0, -9.000,    -9,
0780201316, 121296, 055356,    4.7, 24.2040, 34.9726,    -9.0, -9.000,    -9,
0780201315, 121296, 055230,   24.3, 24.2248, 34.9709,    -9.0, -9.000,    -9,
0780201314, 121296, 055056,   49.6, 24.2281, 34.9704,    -9.0, -9.000,    -9,
0780201313, 121296, 054922,   74.8, 24.2316, 34.9694,    -9.0, -9.000,    -9,
0780201312, 121296, 054800,  102.0, 24.1780, 34.9731,    -9.0, -9.000,    -9,
0780201311, 121296, 054642,  124.8, 22.1101, 35.1040,    -9.0, -9.000,    -9,
0780201310, 121296, 054522,  150.2, 20.4003, 35.0858,    -9.0, -9.000,    -9,
0780201309, 121296, 054412,  175.1, 19.6633, 35.0531,    -9.0, -9.000,    -9,
0780201308, 121296, 054206,  250.8, 16.0356, 34.6800,    -9.0, -9.000,    -9,
0780201307, 121296, 054142,  250.3, 16.0615, 34.6822,    -9.0, -9.000,    -9,
0780201306, 121296, 053810,  403.2,  9.5367, 34.0947,    -9.0, -9.000,    -9,
0780201305, 121296, 053536,  500.8,  7.1115, 34.0579,    -9.0, -9.000,    -9,
0780201304, 121296, 053524,  500.6,  7.1184, 34.0577,    -9.0, -9.000,    -9,
0780201303, 121296, 053014,  748.6,  4.7015, 34.2767,    -9.0, -9.000,    -9,
0780201302, 121296, 053002,  748.9,  4.7016, 34.2766,    -9.0, -9.000,    -9,
0780201301, 121296, 052435, 1018.9,  4.0701, 34.4880,    -9.0, -9.000,    -9,
0780201411, 121296, 090056,    5.2, 24.1915, 34.9528,    -9.0, -9.000,    -9,
0780201410, 121296, 085928,   24.8, 24.1993, 34.9518,    -9.0, -9.000,    -9,
0780201409, 121296, 085744,   44.2, 24.2063, 34.9499,    -9.0, -9.000,    -9,
0780201408, 121296, 085558,   74.2, 24.2272, 34.9601,    -9.0, -9.000,    -9,
0780201407, 121296, 085350,  100.3, 22.9461, 35.0683,    -9.0, -9.000,    -9,
0780201406, 121296, 085246,  109.9, 21.8479, 35.0834,    -9.0, -9.000,    -9,
0780201405, 121296, 085126,  124.1, 20.9916, 35.0984,    -9.0, -9.000,    -9,
0780201404, 121296, 084936,  149.5, 19.5785, 35.0550,    -9.0, -9.000,    -9,
0780201403, 121296, 084742,  175.4, 18.5768, 34.9700,    -9.0, -9.000,    -9,
0780201402, 121296, 084014,  501.7,  7.1891, 34.0543,    -9.0, -9.000,    -9,
0780201401, 121296, 082848, 1019.3,  4.0096, 34.4931,    -9.0, -9.000,    -9,
0790200124, 010797, 172141,    4.6, 23.5583, 34.9049,    -9.0, -9.000,    -9,
0790200123, 010797, 171825,  143.7, 20.0816, 35.0863,    -9.0, -9.000,    -9,
0790200122, 010797, 171057,  506.8,  7.3997, 34.0400,    -9.0, -9.000,    -9,
0790200121, 010797, 170427,  801.8,  4.6453, 34.3080,    -9.0, -9.000,    -9,
0790200120, 010797, 165617, 1200.0,  3.5097, 34.5276,    -9.0, -9.000,    -9,
0790200119, 010797, 165203, 1397.4,  3.0592, 34.5562,    -9.0, -9.000,    -9,
0790200118, 010797, 164805, 1600.2,  2.6352, 34.5813,    -9.0, -9.000,    -9,
0790200117, 010797, 164343, 1799.5,  2.3431, 34.5983,    -9.0, -9.000,    -9,
0790200116, 010797, 163755, 2000.3,  2.1024, 34.6152,    -9.0, -9.000,    -9,
0790200115, 010797, 163325, 2199.7,  1.9145, 34.6293,    -9.0, -9.000,    -9,
0790200114, 010797, 162853, 2400.8,  1.8113, 34.6391,    -9.0, -9.000,    -9,
0790200113, 010797, 162425, 2601.3,  1.7064, 34.6502,    -9.0, -9.000,    -9,
0790200112, 010797, 162019, 2798.6,  1.6183, 34.6583,    -9.0, -9.000,    -9,
0790200111, 010797, 161617, 2997.7,  1.5637, 34.6648,    -9.0, -9.000,    -9,
0790200110, 010797, 161231, 3198.7,  1.5191, 34.6710,    -9.0, -9.000,    -9,
0790200109, 010797, 160813, 3400.2,  1.4896, 34.6753,    -9.0, -9.000,    -9,
0790200108, 010797, 160339, 3599.7,  1.4646, 34.6791,    -9.0, -9.000,    -9,
0790200107, 010797, 155931, 3800.5,  1.4555, 34.6818,    -9.0, -9.000,    -9,
0790200106, 010797, 155507, 4000.1,  1.4563, 34.6836,    -9.0, -9.000,    -9,
0790200105, 010797, 155103, 4200.8,  1.4630, 34.6853,    -9.0, -9.000,    -9,
0790200104, 010797, 154651, 4401.1,  1.4768, 34.6862,    -9.0, -9.000,    -9,
0790200103, 010797, 154413, 4502.0,  1.4854, 34.6867,  2324.9,  7.579,  2410,
0790200102, 010797, 154113, 4602.8,  1.4933, 34.6870,    -9.0, -9.000,    -9,
0790200101, 010797, 153601, 4810.1,  1.4941, 34.6890,    -9.0, -9.000,    -9,
0790200224, 010797, 201116,    5.1, 23.5200, 34.9136,    -9.0, -9.000,    -9,
0790200223, 010797, 201012,   25.3, 23.5254, 34.9303,    -9.0, -9.000,    -9,
0790200222, 010797, 200858,   57.4, 22.8198, 35.0328,    -9.0, -9.000,    -9,
0790200221, 010797, 200646,  100.8, 21.0088, 35.0864,    -9.0, -9.000,    -9,
0790200220, 010797, 200452,  152.6, 19.0813, 35.0059,    -9.0, -9.000,    -9,
0790200219, 010797, 200224,  224.6, 15.8590, 34.6520,    -9.0, -9.000,    -9,
0790200218, 010797, 200050,  263.1, 15.0848, 34.5710,    -9.0, -9.000,    -9,
0790200217, 010797, 195904,  303.0, 13.4287, 34.3901,    -9.0, -9.000,    -9,
0790200216, 010797, 195740,  320.7, 12.5670, 34.3105,    -9.0, -9.000,    -9,
0790200215, 010797, 195534,  362.9, 11.1031, 34.1882,    -9.0, -9.000,    -9,
0790200214, 010797, 195420,  380.2, 10.3807, 34.1561,    -9.0, -9.000,    -9,
0790200213, 010797, 195218,  426.5,  8.8704, 34.0797,    -9.0, -9.000,    -9,
0790200212, 010797, 195022,  498.3,  7.2043, 34.0408,    -9.0, -9.000,    -9,
0790200211, 010797, 194854,  527.0,  6.8613, 34.0567,    -9.0, -9.000,    -9,
0790200210, 010797, 194708,  551.3,  6.4038, 34.0670,    -9.0, -9.000,    -9,
0790200209, 010797, 194528,  582.3,  5.8792, 34.0856,    -9.0, -9.000,    -9,
0790200208, 010797, 194336,  631.3,  5.4011, 34.1347,    -9.0, -9.000,    -9,
0790200207, 010797, 194140,  697.7,  4.8032, 34.2020,    -9.0, -9.000,    -9,
0790200206, 010797, 193948,  739.9,  4.7375, 34.2634,    -9.0, -9.000,    -9,
0790200205, 010797, 193804,  778.4,  4.6500, 34.3055,    -9.0, -9.000,    -9,
0790200204, 010797, 193518,  854.7,  4.3426, 34.3849,    -9.0, -9.000,    -9,
0790200203, 010797, 193328,  919.3,  4.1845, 34.4301,    -9.0, -9.000,    -9,
0790200202, 010797, 193130,  989.1,  3.9718, 34.4646,    -9.0, -9.000,    -9,
0790200201, 010797, 193002, 1022.1,  3.8898, 34.4768,    -9.0, -9.000,    -9,
0790200312, 010797, 225819,    5.0, 23.5973, 34.9165,    -9.0, -9.000,    -9,
0790200311, 010797, 225701,   24.8, 23.4923, 34.9439,    -9.0, -9.000,    -9,
0790200310, 010797, 225545,   44.6, 23.4754, 34.9519,    -9.0, -9.000,    -9,
0790200309, 010797, 225419,   74.4, 22.3095, 35.0492,    -9.0, -9.000,    -9,
0790200308, 010797, 225227,  101.2, 21.5372, 35.0948,    -9.0, -9.000,    -9,
0790200307, 010797, 225105,  125.1, 20.4613, 35.0920,    -9.0, -9.000,    -9,
0790200306, 010797, 224957,  149.7, 19.6556, 35.0511,    -9.0, -9.000,    -9,
0790200305, 010797, 224831,  174.0, 18.5862, 34.9587,    -9.0, -9.000,    -9,
0790200304, 010797, 224431,  249.8, 15.2515, 34.5849,    -9.0, -9.000,    -9,
0790200303, 010797, 223901,  511.0,  6.8625, 34.0573,    -9.0, -9.000,    -9,
0790200302, 010797, 223327,  749.9,  4.7361, 34.2892,    -9.0, -9.000,    -9,
0790200301, 010797, 222751, 1019.6,  3.9349, 34.4761,    -9.0, -9.000,    -9,
0790200412, 010897, 014934,    5.1, 23.5559, 34.9356,    -9.0, -9.000,    -9,
0790200411, 010897, 014818,   25.2, 23.4923, 34.9396,    -9.0, -9.000,    -9,
0790200410, 010897, 014702,   44.8, 23.4576, 34.9548,    -9.0, -9.000,    -9,
0790200409, 010897, 014540,   75.5, 22.6670, 35.0158,    -9.0, -9.000,    -9,
0790200408, 010897, 014420,   99.8, 22.1576, 35.0944,    -9.0, -9.000,    -9,
0790200407, 010897, 014310,  125.2, 20.9910, 35.0881,    -9.0, -9.000,    -9,
0790200406, 010897, 014154,  150.4, 20.1929, 35.0828,    -9.0, -9.000,    -9,
0790200405, 010897, 014048,  175.4, 19.1036, 35.0092,    -9.0, -9.000,    -9,
0790200404, 010897, 013848,  250.1, 15.9386, 34.6572,    -9.0, -9.000,    -9,
0790200403, 010897, 013324,  500.1,  7.3606, 34.0391,    -9.0, -9.000,    -9,
0790200402, 010897, 012802,  750.7,  4.6693, 34.3064,    -9.0, -9.000,    -9,
0790200401, 010897, 012228, 1021.0,  3.9126, 34.4774,    -9.0, -9.000,    -9,
0790200517, 010897, 045348,    4.4, 23.5310, 34.9364,    -9.0, -9.000,    -9,
0790200516, 010897, 045112,  120.1, 20.9065, 35.0869,    -9.0, -9.000,    -9,
0790200515, 010897, 044850,  209.3, 17.2394, 34.8109,    -9.0, -9.000,    -9,
0790200514, 010897, 044742,  224.3, 16.7021, 34.7477,    -9.0, -9.000,    -9,
0790200513, 010897, 044644,  235.3, 15.8201, 34.6478,  2046.8, -9.000,  2268,
0790200512, 010897, 044542,  250.0, 14.9002, 34.5460,  2052.4,  7.905,  2262,
0790200511, 010897, 044424,  274.4, 14.3340, 34.4909,  2055.0,  7.893,  2261,
0790200510, 010897, 044316,  299.9, 13.1118, 34.3594,  2071.6,  7.850,  2255,
0790200509, 010897, 044156,  325.8, 12.0802, 34.2694,  2079.4,  7.822,  2256,
0790200508, 010897, 044042,  350.0, 11.1998, 34.1961,  2090.6,  7.797,  2247,
0790200507, 010897, 043850,  400.2,  9.7520, 34.1110,  2113.8,  7.742,  2250,
0790200506, 010897, 043620,  499.1,  7.5667, 34.0416,  2174.8,  7.608,  2264,
0790200505, 010897, 043352,  599.5,  6.1381, 34.0782,  2248.0,  7.439,  2283,
0790200504, 010897, 043114,  700.1,  5.0809, 34.1574,  2294.3,  7.358,  2309,
0790200503, 010897, 042842,  801.4,  4.6085, 34.3237,  2329.9,  7.345,  2330,
0790200502, 010897, 042618,  900.6,  4.2404, 34.4140,  2338.8,  7.363,  2346,
0790200501, 010897, 042322, 1020.0,  3.9240, 34.4736,  2338.8,  7.382,  2364,
0790200623, 010897, 080557,    4.3, 23.4271, 34.9590,    -9.0, -9.000,    -9,
0790200622, 010897, 080555,    4.3, 23.4266, 34.9591,  1971.6,  8.094,  2291,
0790200621, 010897, 080433,   14.2, 23.4457, 34.9591,  1969.5,  8.093,  2297,
0790200620, 010897, 080313,   24.3, 23.4476, 34.9591,    -9.0, -9.000,    -9,
0790200619, 010897, 080311,   24.3, 23.4476, 34.9591,  1969.2, -9.000,  2297,
0790200618, 010897, 080143,   34.4, 23.4208, 34.9620,  1970.2,  8.091,  2297,
0790200617, 010897, 080003,   44.2, 23.3845, 34.9670,  1975.5,  8.088,  2292,
0790200616, 010897, 075835,   59.3, 23.1484, 35.0014,  1990.5,  8.073,  2296,
0790200615, 010897, 075713,   75.0, 22.8213, 35.0156,  1996.4,  8.062,  2305,
0790200614, 010897, 075539,   84.8, 22.5119, 35.0918,  1998.1,  8.063,  2299,
0790200613, 010897, 075421,   94.4, 22.3303, 35.0649,  2003.5,  8.055,  2298,
0790200612, 010897, 075301,  104.5, 21.9454, 35.0809,  2006.3,  8.046,  2300,
0790200611, 010897, 075149,  114.1, 21.5288, 35.0890,  2008.8,  8.035,  2299,
0790200610, 010897, 075025,  124.9, 21.0323, 35.0897,  2018.0,  8.024,  2301,
0790200609, 010897, 074903,  134.9, 20.6291, 35.0790,  2020.2,  8.015,  2302,
0790200608, 010897, 074717,  149.9, 19.9910, 35.0730,  2025.9,  8.005,  2302,
0790200607, 010897, 074559,  159.3, 19.6020, 35.0516,  2031.7,  7.997,  2294,
0790200606, 010897, 074431,  175.0, 19.1090, 35.0080,  2035.1,  7.986,  2289,
0790200605, 010897, 074303,  185.8, 18.5620, 34.9543,  2037.7,  7.975,  2288,
0790200604, 010897, 074139,  199.8, 17.9996, 34.9000,  2040.8,  7.962,  2287,
0790200603, 010897, 073429,  520.8,  7.0902, 34.0431,    -9.0, -9.000,    -9,
0790200602, 010897, 072731,  825.0,  4.4868, 34.3540,    -9.0, -9.000,    -9,
0790200601, 010897, 072239, 1019.9,  3.9062, 34.4764,    -9.0, -9.000,    -9,
0790200704, 010897, 104501,    4.6, 23.4180, 34.9454,    -9.0, -9.000,    -9,
0790200703, 010897, 104127,  140.0, 20.2999, 35.0816,    -9.0, -9.000,    -9,
0790200702, 010897, 103401,  516.7,  7.0113, 34.0325,    -9.0, -9.000,    -9,
0790200701, 010897, 102418, 1019.6,  3.8974, 34.4782,    -9.0, -9.000,    -9,
0790200824, 010897, 141250,    4.4, 23.4684, 34.9260,    -9.0, -9.000,    -9,
0790200823, 010897, 141204,    9.2, 23.4857, 34.9285,    -9.0, -9.000,    -9,
0790200822, 010897, 141108,   24.3, 23.5050, 34.9326,    -9.0, -9.000,    -9,
0790200821, 010897, 140948,   49.1, 23.4707, 34.9497,    -9.0, -9.000,    -9,
0790200820, 010897, 140828,   73.5, 22.9670, 35.0039,    -9.0, -9.000,    -9,
0790200819, 010897, 140714,   98.7, 22.3385, 35.0703,    -9.0, -9.000,    -9,
0790200818, 010897, 140604,  123.6, 21.4445, 35.0906,    -9.0, -9.000,    -9,
0790200817, 010897, 140504,  139.3, 20.7227, 35.0884,    -9.0, -9.000,    -9,
0790200816, 010897, 140358,  148.7, 20.3243, 35.0789,    -9.0, -9.000,    -9,
0790200815, 010897, 140302,  158.5, 20.1622, 35.0776,    -9.0, -9.000,    -9,
0790200814, 010897, 140210,  170.3, 19.7490, 35.0595,    -9.0, -9.000,    -9,
0790200813, 010897, 140116,  183.7, 19.3742, 35.0322,    -9.0, -9.000,    -9,
0790200812, 010897, 140016,  198.9, 18.5495, 34.9622,    -9.0, -9.000,    -9,
0790200811, 010897, 135910,  214.7, 17.6965, 34.8644,    -9.0, -9.000,    -9,
0790200810, 010897, 135804,  229.9, 17.2434, 34.8141,    -9.0, -9.000,    -9,
0790200809, 010897, 135656,  249.6, 16.1777, 34.6877,    -9.0, -9.000,    -9,
0790200808, 010897, 135540,  275.4, 15.2908, 34.5954,    -9.0, -9.000,    -9,
0790200807, 010897, 135408,  298.3, 13.4495, 34.3922,    -9.0, -9.000,    -9,
0790200806, 010897, 135104,  400.1,  9.8268, 34.1156,    -9.0, -9.000,    -9,
0790200805, 010897, 134808,  499.2,  7.4474, 34.0485,    -9.0, -9.000,    -9,
0790200804, 010897, 134524,  600.3,  5.6104, 34.1133,    -9.0, -9.000,    -9,
0790200803, 010897, 134244,  699.5,  4.8349, 34.1846,    -9.0, -9.000,    -9,
0790200802, 010897, 133902,  851.3,  4.4600, 34.3620,    -9.0, -9.000,    -9,
0790200801, 010897, 133420, 1021.2,  3.9981, 34.4575,    -9.0, -9.000,    -9,
0790200924, 010897, 171039,    2.1, 23.4040, 34.9518,    -9.0, -9.000,    -9,
0790200923, 010897, 170949,    4.5, 23.4064, 34.9511,    -9.0, -9.000,    -9,
0790200922, 010897, 170857,    9.5, 23.4161, 34.9507,    -9.0, -9.000,    -9,
0790200921, 010897, 170803,   14.7, 23.4259, 34.9542,    -9.0, -9.000,    -9,
0790200920, 010897, 170721,   19.9, 23.4104, 34.9584,    -9.0, -9.000,    -9,
0790200919, 010897, 170627,   24.5, 23.3966, 34.9604,    -9.0, -9.000,    -9,
0790200918, 010897, 170535,   29.1, 23.3966, 34.9623,    -9.0, -9.000,    -9,
0790200917, 010897, 170437,   34.4, 23.3601, 34.9687,    -9.0, -9.000,    -9,
0790200916, 010897, 170349,   39.8, 23.2544, 34.9870,    -9.0, -9.000,    -9,
0790200915, 010897, 170251,   44.6, 23.1035, 35.0076,    -9.0, -9.000,    -9,
0790200914, 010897, 170205,   47.6, 23.0501, 35.0100,    -9.0, -9.000,    -9,
0790200913, 010897, 170119,   52.7, 22.9476, 35.0194,    -9.0, -9.000,    -9,
0790200912, 010897, 170029,   63.0, 22.6768, 35.0160,    -9.0, -9.000,    -9,
0790200911, 010897, 165939,   74.4, 22.4020, 35.0322,    -9.0, -9.000,    -9,
0790200910, 010897, 165857,   83.8, 22.1961, 35.0436,    -9.0, -9.000,    -9,
0790200909, 010897, 165803,   96.5, 22.0055, 35.0782,    -9.0, -9.000,    -9,
0790200908, 010897, 165649,  105.6, 21.7994, 35.0824,    -9.0, -9.000,    -9,
